BP_Único_y/o_Repetido,CLAVE_CLIENTE,CATEGORIA_PRODUCTO,DETALLE_PRODUCTO,POSICION_CUENTA_FECHA_TRANS
Único,90000175,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 202,017 "
Repetido,90001470,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 3,643 "
Repetido,90001801,FONDOS DE DEUDA,"ACTIGOBER, S.A. DE C.V. SOC INV INSTRUM DE DEUDA"," 133,605 "
Repetido,90001991,FONDOS DE COBERTURA,ACTICOB B, 897 
Repetido,90001991,RENTA VARIABLE,"FONDO MAYA,S.A DE C.V.,SOC. DE INV. DE RENTA VARIABLE"," 265,258 "
Repetido,90001991,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA", 10 
Repetido,90002130,FONDOS DE DEUDA,ACTIREN B," 101,360 "
Repetido,90002338,FONDOS DE COBERTURA,ACTICOB B," 192,681 "
Repetido,90002338,RENTA VARIABLE,MAYA B," 154,738 "
Repetido,90002437,FONDOS DE DEUDA,ACTIREN B," 3,829 "
Repetido,90002551,FONDOS DE DEUDA,ACTIMED B," 260,975 "
Repetido,90002551,FONDOS DE DEUDA,ACTIREN B," 36,526 "
Repetido,90002759,FONDOS DE DEUDA,ACTIMED B," 183,161 "
Repetido,90002759,FONDOS DE DEUDA,ACTIREN B," 30,566 "
Repetido,90002833,FONDOS DE DEUDA,ALTERNA B," 222,053 "
Repetido,90002890,FONDOS DE DEUDA,ACTIREN B," 5,918 "
Repetido,90002890,FONDO DE FONDOS,IMPULSA B," 364,489 "
Repetido,90003054,FONDOS DE DEUDA,ACTIREN B, 25 
Repetido,90003401,FONDOS DE COBERTURA,ACTICOB B, 976 
Repetido,90003609,RENTA VARIABLE,MAYA B," 2,588 "
Repetido,90003609,FONDOS DE COBERTURA,ACTICOB B," 1,714 "
Repetido,90004227,FONDOS DE DEUDA,ACTIREN B," 8,142 "
Repetido,90004334,RENTA VARIABLE,ACTI500 B," 23,201 "
Repetido,90004334,RENTA VARIABLE,ACTVIDA B," 119,932 "
Repetido,90004334,FONDOS DE DEUDA,ACTIMED B," 186,224 "
Repetido,90004334,FONDOS DE DEUDA,ALTERNA B," 9,139 "
Repetido,90004391,FONDOS DE COBERTURA,ACTICOB B," 43,785 "
Repetido,90004573,RENTA VARIABLE,MAYA B," 34,721 "
Repetido,90004573,FONDOS DE DEUDA,ALTERNA B," 93,126 "
Repetido,90004573,FONDOS DE COBERTURA,ACTICOB B," 29,647 "
Repetido,90004573,FONDOS DE DEUDA,ACTIMED B," 61,237 "
Repetido,90004573,FONDO DE FONDOS,IMPULSA B," 30,582 "
Repetido,90004607,FONDOS DE COBERTURA,ACTICOB B," 16,169 "
Repetido,90004623,RENTA VARIABLE,MAYA B," 32,428 "
Repetido,90005380,FONDOS DE DEUDA,ACTIMED B," 8,136 "
Repetido,90005380,FONDOS DE DEUDA,ALTERNA B," 12,221 "
Repetido,90005430,FONDO DE FONDOS,IMPULSA B," 5,534 "
Repetido,90005471,FONDOS DE DEUDA,ACTIREN B," 101,556 "
Repetido,90005471,FONDOS DE COBERTURA,ACTICOB B," 5,750 "
Repetido,90005810,FONDOS DE COBERTURA,ACTICOB B," 9,575 "
Repetido,90005810,FONDOS DE DEUDA,ALTERNA B," 10,930 "
Repetido,90005919,FONDOS DE DEUDA,ACTIMED B," 18,819 "
Repetido,90005919,FONDOS DE DEUDA,ACTIREN B," 15,648 "
Repetido,90005943,FONDOS DE DEUDA,ACTIMED B," 245,575 "
Repetido,90006354,FONDOS DE DEUDA,ACTIREN B," 13,559 "
Repetido,90006354,FONDOS DE DEUDA,ACTIMED B," 59,929 "
Repetido,90006446,FONDOS DE DEUDA,ACTIREN E," 407,140 "
Repetido,90006628,FONDOS DE COBERTURA,ACTICOB B," 8,599 "
Repetido,90006628,FONDOS DE DEUDA,ACTIMED B," 35,165 "
Repetido,90006677,FONDOS DE DEUDA,ACTIREN B," 2,174 "
Repetido,90006693,FONDOS DE DEUDA,ACTIREN B," 53,244 "
Repetido,90006693,RENTA VARIABLE,ACTVIDA B," 70,353 "
Repetido,90006693,FONDOS DE DEUDA,ALTERNA B," 181,276 "
Repetido,90006701,FONDOS DE COBERTURA,ACTICOB B," 3,455 "
Único,90006784,FONDOS DE COBERTURA,ACTICOB B," 9,337 "
Repetido,90006842,FONDOS DE COBERTURA,ACTICOB B," 9,707 "
Repetido,90006842,RENTA VARIABLE,ACTI500 B," 56,591 "
Repetido,90006842,FONDOS DE DEUDA,ACTIMED B," 228,222 "
Repetido,90006917,FONDOS DE DEUDA,ACTIMED B," 132,891 "
Repetido,90006933,FONDOS DE DEUDA,ACTIREN B," 221,994 "
Repetido,90006958,FONDOS DE DEUDA,ALTERNA B, 9 
Repetido,90006958,FONDOS DE DEUDA,ACTIREN B," 4,933 "
Repetido,90007097,FONDOS DE COBERTURA,ACTICOB B," 22,315 "
Repetido,90007097,FONDOS DE DEUDA,ACTIREN B," 3,235 "
Repetido,90007253,FONDOS DE DEUDA,ACTIREN B," 13,084 "
Repetido,90007253,FONDOS DE DEUDA,ACTIMED B," 5,820 "
Repetido,90007253,FONDOS DE COBERTURA,ACTICOB B," 56,156 "
Repetido,90007295,FONDOS DE DEUDA,ACTIMED B," 3,414 "
Repetido,90007576,FONDOS DE DEUDA,ACTIREN B," 49,169 "
Repetido,90007576,FONDOS DE DEUDA,ACTIMED B," 8,747 "
Repetido,90007592,FONDOS DE DEUDA,ACTIREN B," 2,454 "
Repetido,90007626,FONDOS DE DEUDA,ALTERNA B," 38,036 "
Repetido,90007626,FONDOS DE DEUDA,ACTIMED B," 10,378 "
Repetido,90007840,RENTA VARIABLE,ACTI500 B," 42,439 "
Repetido,90007865,FONDOS DE DEUDA,ACTIMED B," 15,202 "
Repetido,90007865,RENTA VARIABLE,ACTVIDA B," 101,121 "
Repetido,90007923,FONDOS DE DEUDA,ACTIMED B," 46,250 "
Repetido,90008152,FONDOS DE COBERTURA,ACTICOB B," 3,482 "
Repetido,90009192,FONDOS DE DEUDA,ACTIREN B," 47,513 "
Repetido,90009325,FONDOS DE DEUDA,ACTIREN B," 8,261 "
Repetido,90009366,FONDOS DE DEUDA,ACTIMED B," 2,287 "
Repetido,90009572,FONDO DE FONDOS,IMPULSA B," 73,023 "
Repetido,90009572,FONDOS DE DEUDA,ACTIMED B," 319,097 "
Repetido,90009580,FONDOS DE COBERTURA,ACTICOB B," 3,429 "
Repetido,90009655,FONDOS DE DEUDA,ALTERNA B," 163,264 "
Repetido,90009671,FONDOS DE DEUDA,ALTERNA B," 1,264 "
Repetido,90010315,FONDOS DE DEUDA,ACTIMED B," 430,513 "
Repetido,90010315,FONDO DE FONDOS,IMPULSA B," 18,266 "
Repetido,90010372,FONDOS DE COBERTURA,ACTICOB B," 33,604 "
Repetido,90010372,FONDOS DE DEUDA,ACTIMED B," 63,818 "
Repetido,90010406,FONDOS DE DEUDA,ALTERNA B," 3,361 "
Repetido,90010497,FONDOS DE DEUDA,ACTIREN B," 8,372 "
Repetido,90010497,RENTA VARIABLE,MAYA B," 231,779 "
Repetido,90010588,FONDOS DE DEUDA,ACTIREN B, 611 
Repetido,90010588,FONDOS DE COBERTURA,ACTICOB B," 3,218 "
Repetido,90010588,FONDOS DE DEUDA,ALTERNA B," 47,738 "
Repetido,90010786,FONDOS DE DEUDA,ACTIMED B," 55,750 "
Repetido,90010786,FONDOS DE DEUDA,ACTIREN B," 12,218 "
Repetido,90011222,FONDOS DE DEUDA,ACTIGOB B," 3,060 "
Repetido,90011222,FONDOS DE DEUDA,ACTIMED B," 319,080 "
Repetido,90011271,FONDOS DE DEUDA,ACTIMED B," 7,728 "
Repetido,90011693,FONDOS DE COBERTURA,ACTICOB B," 5,275 "
Repetido,90011826,FONDOS DE DEUDA,ACTIREN B, 42 
Repetido,90011826,FONDOS DE DEUDA,ALTERNA B," 1,017 "
Repetido,90011867,FONDOS DE COBERTURA,ACTICOB B, 26 
Repetido,90012360,FONDOS DE DEUDA,ACTIMED B, 662 
Repetido,90012428,FONDOS DE DEUDA,ALTERNA B," 16,595 "
Repetido,90012428,FONDOS DE DEUDA,ACTIMED B," 23,088 "
Único,90012436,FONDOS DE DEUDA,ACTIMED B, 476 
Repetido,90012501,FONDOS DE DEUDA,ACTIREN B," 1,477 "
Repetido,90012576,FONDOS DE COBERTURA,ACTICOB B," 17,962 "
Repetido,90012626,FONDOS DE DEUDA,ACTIMED B," 76,540 "
Repetido,90012626,FONDO DE FONDOS,IMPULSA B," 24,674 "
Repetido,90012667,FONDOS DE DEUDA,ACTIREN B," 19,121 "
Repetido,90012733,FONDOS DE COBERTURA,ACTICOB B, 132 
Repetido,90012840,FONDO DE FONDOS,IMPULSA B," 1,914 "
Repetido,90012865,FONDOS DE DEUDA,ACTIMED B," 474,595 "
Repetido,90013160,FONDOS DE DEUDA,ACTIREN B," 21,600 "
Repetido,90013160,FONDOS DE DEUDA,ACTIMED B," 103,676 "
Repetido,90013244,FONDOS DE DEUDA,ALTERNA B," 275,964 "
Repetido,90013384,FONDOS DE DEUDA,ACTIMED B," 15,060 "
Repetido,90013384,FONDOS DE COBERTURA,ACTICOB B," 115,265 "
Repetido,90013582,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 116,325 "
Repetido,90013731,FONDOS DE DEUDA,ACTIREN B," 57,940 "
Repetido,90013731,FONDOS DE DEUDA,ACTIMED B," 186,597 "
Repetido,90013772,FONDOS DE DEUDA,ACTIREN B," 82,613 "
Repetido,90013855,FONDOS DE DEUDA,ACTIREN B," 5,485 "
Repetido,90013855,FONDOS DE DEUDA,ACTIMED B," 23,247 "
Único,90014473,FONDOS DE DEUDA,ACTIMED B," 406,649 "
Repetido,90014572,FONDOS DE DEUDA,ACTIREN B," 23,315 "
Repetido,90014572,RENTA VARIABLE,ACTI500 B," 72,200 "
Repetido,90014572,FONDOS DE DEUDA,ALTERNA B," 60,818 "
Único,90014598,FONDOS DE DEUDA,ACTIMED B," 3,086 "
Repetido,90014770,FONDOS DE COBERTURA,ACTICOB B," 186,007 "
Repetido,90014788,RENTA VARIABLE,MAYA B," 5,568 "
Repetido,90014788,RENTA VARIABLE,ACTI500 B," 8,569 "
Repetido,90014788,FONDOS DE DEUDA,ACTIREN B," 12,167 "
Repetido,90014804,FONDOS DE DEUDA,ALTERNA B," 96,938 "
Repetido,90014838,FONDOS DE DEUDA,ALTERNA B," 294,075 "
Repetido,90015074,FONDOS DE DEUDA,ACTIREN B," 4,220 "
Repetido,90015124,FONDO DE FONDOS,IMPULSA B," 4,369 "
Repetido,90015124,FONDOS DE DEUDA,ACTIREN B," 1,647 "
Repetido,90015165,FONDOS DE DEUDA,ACTIMED B," 1,999 "
Repetido,90015165,FONDOS DE DEUDA,ACTIGOB B, 15 
Repetido,90015173,FONDOS DE COBERTURA,ACTICOB B, 950 
Repetido,90015173,FONDOS DE DEUDA,ACTIREN B," 14,782 "
Repetido,90015256,FONDOS DE DEUDA,ACTIREN B," 28,206 "
Repetido,90015256,FONDOS DE DEUDA,ACTIMED B," 3,210 "
Repetido,90015728,FONDOS DE DEUDA,ACTIREN B," 110,428 "
Repetido,90015736,FONDOS DE DEUDA,ACTIMED B," 2,927 "
Repetido,90015934,FONDOS DE DEUDA,ACTIREN B," 58,941 "
Repetido,90015934,FONDOS DE DEUDA,ACTIMED B," 3,589 "
Repetido,90016114,FONDOS DE DEUDA,ACTIREN B," 1,579 "
Repetido,90016114,FONDOS DE COBERTURA,ACTICOB B," 272,074 "
Repetido,90016122,FONDOS DE DEUDA,ACTIMED B," 80,894 "
Repetido,90016171,FONDOS DE DEUDA,ACTIMED B, 277 
Repetido,90016262,FONDOS DE DEUDA,ACTIREN B," 214,573 "
Repetido,90016650,FONDOS DE DEUDA,ALTERNA B," 146,466 "
Repetido,90016650,FONDOS DE DEUDA,ACTIREN B," 110,547 "
Repetido,90016692,FONDOS DE DEUDA,ACTIREN B," 24,767 "
Repetido,90016759,FONDOS DE DEUDA,ACTIMED B," 27,193 "
Repetido,90016759,FONDOS DE DEUDA,ACTIGOB B," 358,940 "
Repetido,90017021,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 328,220 "
Repetido,90017104,FONDOS DE DEUDA,ALTERNA B," 293,490 "
Repetido,90017146,FONDOS DE DEUDA,ALTERNA B," 221,364 "
Repetido,90017260,FONDOS DE DEUDA,ACTIMED B," 68,987 "
Repetido,90017435,FONDO DE FONDOS,IMPULSA B," 325,669 "
Repetido,90017435,FONDOS DE DEUDA,ACTIREN B," 45,798 "
Repetido,90017435,FONDOS DE DEUDA,ACTIMED B," 1,376 "
Repetido,90017682,FONDOS DE DEUDA,ACTIMED B," 345,849 "
Repetido,90017849,FONDOS DE DEUDA,ALTERNA B," 178,653 "
Repetido,90017922,FONDOS DE DEUDA,ACTIREN B," 101,207 "
Repetido,90018136,FONDOS DE DEUDA,ACTIGOB B," 212,248 "
Repetido,90018243,FONDOS DE DEUDA,ACTIMED B," 2,123 "
Repetido,90018243,RENTA VARIABLE,MAYA B," 1,638 "
Repetido,90018243,FONDOS DE DEUDA,ALTERNA B," 4,302 "
Repetido,90018318,FONDOS DE DEUDA,ALTERNA B," 13,976 "
Repetido,90018318,FONDOS DE DEUDA,ACTIREN B," 34,268 "
Repetido,90018318,RENTA VARIABLE,MAYA B," 96,138 "
Repetido,90018342,FONDOS DE DEUDA,ACTIREN B," 10,868 "
Repetido,90018607,FONDOS DE DEUDA,ACTIREN B," 5,731 "
Repetido,90018789,FONDOS DE DEUDA,ACTIMED B," 122,569 "
Repetido,90018813,FONDOS DE DEUDA,ACTIREN B," 15,088 "
Repetido,90018854,FONDOS DE DEUDA,ACTIGOB B, 667 
Repetido,90018854,FONDOS DE DEUDA,ACTIREN B," 9,908 "
Repetido,90018854,FONDOS DE DEUDA,ALTERNA B," 93,986 "
Repetido,90018854,FONDOS DE COBERTURA,ACTICOB B," 2,611 "
Repetido,90018961,FONDOS DE DEUDA,ACTIREN B," 35,210 "
Repetido,90018979,FONDOS DE DEUDA,ACTIREN B," 6,495 "
Repetido,90019100,FONDO DE FONDOS,IMPULSA B," 121,496 "
Repetido,90019100,FONDOS DE DEUDA,ACTIREN B," 13,891 "
Repetido,90019175,FONDOS DE DEUDA,ACTIREN B," 82,053 "
Repetido,90020124,FONDOS DE DEUDA,ALTERNA B," 21,324 "
Repetido,90020132,RENTA VARIABLE,MAYA B," 3,865 "
Repetido,90020363,FONDOS DE COBERTURA,ACTICOB B, 185 
Repetido,90020363,FONDOS DE DEUDA,ACTIREN B," 16,777 "
Repetido,90020405,FONDOS DE DEUDA,ACTIREN B," 1,775 "
Repetido,90020439,FONDOS DE DEUDA,ACTIMED B," 91,844 "
Repetido,90020454,FONDOS DE DEUDA,ACTIMED B," 3,329 "
Repetido,90020470,FONDOS DE DEUDA,ACTIREN B, 119 
Repetido,90020470,FONDOS DE DEUDA,ACTIMED B," 71,212 "
Repetido,90020553,FONDOS DE DEUDA,ACTIMED B," 41,330 "
Repetido,90020553,FONDO DE FONDOS,IMPULSA B," 116,587 "
Repetido,90020652,RENTA VARIABLE,ACTI500 B," 4,444 "
Repetido,90020728,RENTA VARIABLE,MAYA B," 7,763 "
Repetido,90020728,FONDOS DE DEUDA,ALTERNA B," 97,838 "
Repetido,90020728,RENTA VARIABLE,ACTI500 B," 76,259 "
Repetido,90020728,FONDOS DE COBERTURA,ACTICOB B," 41,886 "
Repetido,90020850,RENTA VARIABLE,MAYA B," 59,681 "
Repetido,90020850,FONDOS DE DEUDA,ACTIREN B, 908 
Repetido,90020926,RENTA VARIABLE,MAYA B," 23,846 "
Repetido,90020926,FONDOS DE DEUDA,ALTERNA B, 4 
Repetido,90020926,FONDOS DE DEUDA,ACTIMED B," 11,974 "
Repetido,90021122,FONDOS DE DEUDA,ACTIMED B," 12,988 "
Repetido,90021122,RENTA VARIABLE,MAYA B," 41,141 "
Repetido,90021148,FONDOS DE DEUDA,ACTIREN B," 6,453 "
Repetido,90021528,FONDOS DE COBERTURA,ACTICOB B," 12,107 "
Repetido,90021528,RENTA VARIABLE,MAYA B," 9,204 "
Repetido,90021528,FONDOS DE DEUDA,ALTERNA B," 10,021 "
Repetido,90021585,FONDOS DE DEUDA,ACTIREN B, 841 
Repetido,90021619,FONDOS DE DEUDA,ACTIMED B," 91,142 "
Repetido,90021692,FONDOS DE DEUDA,ACTIMED B," 58,276 "
Repetido,90021817,RENTA VARIABLE,MAYA B," 5,143 "
Repetido,90021882,FONDOS DE DEUDA,ACTIREN B," 5,230 "
Repetido,90021940,FONDOS DE DEUDA,ALTERNA B," 119,027 "
Repetido,90021940,FONDOS DE DEUDA,ACTIREN B," 5,171 "
Repetido,90021940,FONDOS DE DEUDA,ACTIMED B," 168,463 "
Repetido,90021940,FONDOS DE DEUDA,ACTIGOB B," 6,548 "
Repetido,90021940,FONDOS DE COBERTURA,ACTICOB B, 317 
Repetido,90022575,FONDOS DE DEUDA,ACTIMED B," 327,511 "
Repetido,90022757,FONDOS DE DEUDA,ACTIREN B," 7,404 "
Repetido,90022757,RENTA VARIABLE,MAYA B," 90,013 "
Repetido,90022765,FONDOS DE DEUDA,ACTIMED B," 17,342 "
Repetido,90022906,FONDOS DE DEUDA,ACTIMED B," 153,912 "
Repetido,90022906,FONDOS DE DEUDA,ACTIREN B," 106,412 "
Repetido,90022971,FONDOS DE DEUDA,ACTIMED B," 221,677 "
Repetido,90023235,FONDOS DE DEUDA,ACTIMED B," 352,999 "
Repetido,90023250,FONDOS DE DEUDA,ACTIMED B," 17,551 "
Repetido,90023342,FONDOS DE DEUDA,ACTIMED B," 91,623 "
Repetido,90023359,RENTA VARIABLE,ACTI500 B," 50,311 "
Repetido,90023359,FONDOS DE DEUDA,ACTIMED B, 181 
Repetido,90023425,FONDOS DE DEUDA,ACTIGOB B," 2,408 "
Repetido,90023516,FONDOS DE DEUDA,ACTIMED B," 12,376 "
Repetido,90023524,FONDOS DE DEUDA,ACTIMED B," 185,635 "
Repetido,90024175,FONDOS DE DEUDA,ACTIREN B, 832 
Repetido,90024175,FONDOS DE COBERTURA,ACTICOB B," 11,527 "
Repetido,90024555,FONDOS DE COBERTURA,ACTICOB B," 92,160 "
Repetido,90024803,FONDOS DE DEUDA,ACTIREN B," 57,591 "
Repetido,90024860,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 100,197 "
Repetido,90024910,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 41,239 "
Repetido,90025149,FONDOS DE DEUDA,ACTIREN B," 46,605 "
Repetido,90025149,FONDO DE FONDOS,IMPULSA B," 130,525 "
Repetido,90025404,FONDOS DE DEUDA,ACTIMED B," 4,422 "
Repetido,90025735,FONDOS DE DEUDA,ACTIMED B," 200,531 "
Repetido,90025891,FONDOS DE DEUDA,ACTIREN B," 6,224 "
Repetido,90025958,FONDOS DE DEUDA,ACTIREN B," 49,806 "
Repetido,90025990,FONDOS DE DEUDA,ACTIREN B," 4,797 "
Repetido,90025990,FONDOS DE COBERTURA,ACTICOB B, 264 
Repetido,90026295,FONDOS DE DEUDA,ACTIMED B, 442 
Repetido,90026535,FONDOS DE DEUDA,ACTIREN B," 13,016 "
Repetido,90026782,FONDOS DE COBERTURA,ACTICOB B," 1,398 "
Repetido,90026998,FONDOS DE DEUDA,ACTIREN B," 167,824 "
Repetido,90027228,FONDOS DE DEUDA,ACTIMED B," 2,134 "
Repetido,90027236,FONDOS DE DEUDA,ACTIREN B," 37,681 "
Repetido,90027236,FONDOS DE DEUDA,ACTIMED B," 38,250 "
Repetido,90027459,FONDOS DE DEUDA,ALTERNA B," 78,165 "
Repetido,90027657,FONDOS DE DEUDA,ACTIGOB E," 164,402 "
Repetido,90027657,RENTA VARIABLE,ACTI500 E," 52,989 "
Repetido,90027657,RENTA VARIABLE,MAYA E," 18,163 "
Repetido,90027731,FONDOS DE COBERTURA,ACTICOB B," 1,319 "
Repetido,90027905,FONDOS DE DEUDA,ACTIMED B," 4,580 "
Repetido,90027988,FONDOS DE DEUDA,ACTIREN B," 1,053 "
Repetido,90028333,FONDOS DE COBERTURA,ACTICOB B," 54,995 "
Repetido,90028333,FONDOS DE DEUDA,ACTIREN B, 246 
Repetido,90028515,FONDOS DE DEUDA,ACTIREN B," 2,666 "
Repetido,90028598,FONDOS DE DEUDA,ACTIMED B," 230,311 "
Repetido,90028598,FONDOS DE DEUDA,ALTERNA B," 3,798 "
Repetido,90028655,FONDOS DE DEUDA,ACTIMED B," 156,273 "
Repetido,90028671,FONDOS DE DEUDA,ACTIMED B," 48,798 "
Repetido,90028697,FONDOS DE DEUDA,ALTERNA B," 3,195 "
Repetido,90028697,FONDOS DE DEUDA,ACTIMED B," 2,882 "
Repetido,90028705,FONDOS DE DEUDA,ACTIREN B," 9,976 "
Repetido,90028804,FONDOS DE DEUDA,ACTIMED B," 39,473 "
Repetido,90028937,RENTA VARIABLE,MAYA B," 24,796 "
Repetido,90028937,FONDOS DE DEUDA,ACTIREN B," 79,225 "
Repetido,90029018,FONDOS DE DEUDA,ACTIREN B," 1,808 "
Repetido,90029018,FONDOS DE DEUDA,ACTIGOB B," 134,146 "
Repetido,90029018,FONDO DE FONDOS,IMPULSA B," 50,887 "
Repetido,90029042,FONDOS DE DEUDA,ALTERNA B," 229,392 "
Repetido,90029042,FONDOS DE COBERTURA,ACTICOB B, 528 
Repetido,90029083,FONDOS DE DEUDA,ACTIMED B," 30,766 "
Repetido,90029083,FONDOS DE DEUDA,ALTERNA B," 32,182 "
Repetido,90029166,FONDOS DE DEUDA,ACTIMED B," 140,636 "
Repetido,90029299,FONDOS DE DEUDA,ACTIMED B," 323,066 "
Repetido,90029349,FONDOS DE DEUDA,ACTIREN B," 38,751 "
Repetido,90029372,FONDOS DE DEUDA,ACTIMED B," 1,330 "
Repetido,90029489,FONDOS DE DEUDA,ACTIGOB B," 65,717 "
Repetido,90029521,FONDOS DE DEUDA,ACTIMED B," 1,144 "
Repetido,90029539,FONDO DE FONDOS,IMPULSA B," 42,149 "
Repetido,90029539,FONDOS DE DEUDA,ACTIREN B," 4,194 "
Repetido,90029596,FONDOS DE DEUDA,ACTIMED B," 8,781 "
Repetido,90029687,FONDOS DE DEUDA,ACTIMED B," 181,740 "
Repetido,90029729,FONDOS DE DEUDA,ALTERNA B," 178,905 "
Repetido,90029844,FONDOS DE DEUDA,ACTIREN B," 13,058 "
Repetido,90029901,FONDOS DE COBERTURA,ACTICOB B," 4,616 "
Repetido,90029901,FONDOS DE DEUDA,ACTIREN B," 28,995 "
Repetido,90029968,FONDOS DE DEUDA,ALTERNA B," 105,672 "
Repetido,90029968,FONDOS DE DEUDA,ACTIREN B," 178,794 "
Repetido,90030040,FONDOS DE DEUDA,ACTIREN B, 17 
Repetido,90030115,FONDOS DE DEUDA,ACTIMED B," 233,606 "
Repetido,90030248,FONDOS DE COBERTURA,ACTICOB B," 27,643 "
Repetido,90030248,FONDOS DE DEUDA,ACTIMED B," 19,204 "
Repetido,90030487,FONDOS DE DEUDA,ACTIREN B," 50,026 "
Repetido,90030834,FONDOS DE DEUDA,ACTIREN B," 11,929 "
Repetido,90030834,FONDOS DE DEUDA,ACTIMED B," 2,185 "
Repetido,90030974,FONDOS DE DEUDA,ACTIMED B," 229,988 "
Repetido,90031113,FONDOS DE DEUDA,ACTIREN B," 227,267 "
Repetido,90031212,FONDOS DE DEUDA,ACTIREN B," 478,766 "
Repetido,90031261,FONDOS DE COBERTURA,ACTICOB B, 791 
Repetido,90031493,RENTA VARIABLE,MAYA B," 3,865 "
Repetido,90031493,FONDOS DE DEUDA,ACTIREN B," 19,121 "
Repetido,90031519,FONDOS DE DEUDA,ALTERNA B," 282,624 "
Repetido,90031774,FONDOS DE DEUDA,ACTIREN B," 25,098 "
Repetido,90031980,FONDOS DE DEUDA,ALTERNA B," 58,771 "
Repetido,90032632,FONDOS DE DEUDA,ACTIMED B," 77,740 "
Repetido,90032715,FONDOS DE COBERTURA,ACTICOB B, 53 
Repetido,90032723,FONDOS DE DEUDA,ACTIMED B," 457,191 "
Repetido,90032764,FONDOS DE COBERTURA,ACTICOB B," 2,796 "
Repetido,90032921,FONDOS DE DEUDA,ACTIMED B," 20,569 "
Repetido,90033010,FONDOS DE DEUDA,ACTIREN B," 23,052 "
Repetido,90033333,FONDOS DE DEUDA,ALTERNA B," 87,547 "
Repetido,90033903,FONDOS DE DEUDA,ACTIREN B," 2,522 "
Repetido,90033903,RENTA VARIABLE,ACTI500 B," 41,155 "
Repetido,90033903,FONDOS DE DEUDA,ACTIGOB B," 1,104 "
Repetido,90034133,FONDO DE FONDOS,IMPULSA B," 6,574 "
Repetido,90034190,RENTA VARIABLE,MAYA B," 47,856 "
Repetido,90034190,FONDOS DE COBERTURA,ACTICOB B," 6,963 "
Repetido,90034190,FONDOS DE DEUDA,ACTIMED B," 94,963 "
Repetido,90034232,FONDOS DE DEUDA,ACTIMED B," 7,655 "
Repetido,90034364,FONDOS DE DEUDA,ACTIREN B," 70,828 "
Repetido,90034372,FONDOS DE DEUDA,ACTIMED B," 101,593 "
Repetido,90034372,FONDOS DE DEUDA,ACTIGOB B, 177 
Repetido,90034398,FONDOS DE DEUDA,ACTIMED B," 39,473 "
Repetido,90034430,FONDOS DE DEUDA,ACTIMED B," 6,375 "
Repetido,90035015,FONDOS DE DEUDA,ACTIREN B," 12,812 "
Repetido,90035015,FONDOS DE DEUDA,ACTIMED B," 194,948 "
Repetido,90035049,FONDO DE FONDOS,IMPULSA B," 243,575 "
Repetido,90035049,FONDOS DE DEUDA,ACTIREN B," 13,160 "
Único,90035171,FONDO DE FONDOS,IMPULSA B," 74,021 "
Repetido,90035239,FONDOS DE DEUDA,ACTIMED B," 306,947 "
Repetido,90035346,FONDOS DE DEUDA,ACTIMED B," 40,668 "
Repetido,90035411,FONDOS DE DEUDA,ACTIMED B, 912 
Repetido,90035478,FONDOS DE DEUDA,ACTIREN B," 18,739 "
Repetido,90035767,FONDOS DE DEUDA,ACTIREN B," 77,230 "
Repetido,90035833,FONDOS DE COBERTURA,ACTICOB B, 185 
Repetido,90035833,FONDOS DE DEUDA,ACTIMED B," 75,685 "
Repetido,90035940,FONDOS DE DEUDA,ACTIREN B," 15,181 "
Repetido,90036062,FONDOS DE DEUDA,ACTIGOB B," 3,144 "
Repetido,90036062,FONDOS DE DEUDA,ALTERNA B," 58,164 "
Repetido,90036716,FONDOS DE COBERTURA,ACTICOB B, 448 
Repetido,90037334,FONDOS DE DEUDA,ACTIREN B," 68,391 "
Repetido,90037441,FONDOS DE DEUDA,ACTIMED B," 265,215 "
Repetido,90037508,FONDOS DE DEUDA,ACTIMED B," 29,707 "
Repetido,90037508,FONDOS DE DEUDA,ACTIREN B, 272 
Repetido,90037557,FONDOS DE COBERTURA,ACTICOB B," 6,726 "
Repetido,90037938,FONDOS DE DEUDA,ALTERNA B," 35,485 "
Repetido,90038357,FONDOS DE DEUDA,ACTIMED B," 60,546 "
Repetido,90038357,FONDOS DE DEUDA,ACTIREN B," 2,581 "
Repetido,90038415,FONDOS DE COBERTURA,ACTICOB B, 870 
Repetido,90038415,FONDOS DE DEUDA,ACTIREN B," 11,844 "
Repetido,90038456,FONDOS DE DEUDA,ACTIMED B," 134,057 "
Repetido,90038480,FONDOS DE DEUDA,ACTIMED B," 29,565 "
Repetido,90038613,FONDOS DE COBERTURA,ACTICOB B," 76,307 "
