,CLAVE_CLIENTE,ACTICOB,ACTIMED,ACTIGOB,ACTIREN,ALTERNA,IMPULSA,ACTI500,MAYA,ACTVIDA
114,90034372,,3.680284165962496,-4.636135289177487,,,,,,
115,90034398,,-1.5843335694068807,,,,,,,
116,90034430,,-1.5843335694068807,,,,,,,
117,90035015,,-3.569849215111141,,-14.953572766845696,,,,,
118,90035239,,-1.5843335694068807,,,,,,,
119,90035346,,-1.5843335694068807,,,,,,,
120,90035411,,-1.5843335694068807,,,,,,,
121,90035833,0.0043674361417144186,0.9941790754861924,,,,,,,
122,90036062,,,-18.97986514235547,,19.97841165398338,,,,
123,90037441,,-1.5843335694068807,,,,,,,
124,90037508,,1.3327868911761236,,-8.119377122889945,,,,,
125,90037938,,,,,-21.602852282775395,,,,
126,90038357,,-1.772840186560824,,-8.406405900585014,,,,,
127,90038456,,-1.5843335694068807,,,,,,,
128,90038480,,-1.5843335694068807,,,,,,,
129,90038977,,-1.5843335694068807,,,,,,,
130,90039280,,1.3103365088086019,,,-7.134200499788657,,,,
131,90039371,,-1.5843335694068807,,,,,,,
132,90039520,,-1.5843335694068807,,,,,,,
133,90039603,,0.3343301893671564,,,,3.9659792926745383,,,
134,90039678,,-1.5843335694068807,,,,,,,
135,90039686,,0.16683233361624517,,2.613072980879175,-2.937753934698678,,,,
136,90039694,,,,,,,,,0.37115389109005187
137,90039769,,-1.8619400761930398,,,,0.4501502204618432,0.0029690427466354586,,
138,90039959,,-1.5843335694068807,,,,,,,
139,90041294,,-1.5843335694068807,,,,,,,
140,90041674,,0.5013007246749741,,,,0.5801363605163515,,,
141,90041831,,,0.7799622625516011,,,,,,
142,90042391,,0.8533064000132136,,,-2.05383282189112,,,,
143,90043456,,,0.7799622625516011,,,,,,
144,90043589,,2.039068624075049,-3.3372673312773014,5.38228811943967,,,,,
145,90043969,,,,,-21.602852282775395,,,,
146,90045840,,-0.0649938481067551,,,0.3580420843695137,0.4293734885008815,,,
147,90045857,,,,,-21.602852282775395,,,,
148,90046129,,-1.5843335694068807,,,,,,,
149,90046269,0.005491587086119271,0.9844766618860401,,,,,,,
150,90046756,,,0.7799622625516011,,,,,,
151,90046905,,-1.5843335694068807,,,,,,,
152,90047499,,,,,-21.602852282775395,,,,
153,90048802,,,,,-21.602852282775395,,,,
154,90048836,,-1.5843335694068807,,,,,,,
155,90049511,,-1.5843335694068807,,,,,,,
156,90049768,,0.48246025897761013,0.13633601888381755,,,0.3797502337664793,,,
157,90050147,,,,,,,,,0.37115389109005187
158,90050733,,-1.5843335694068807,,,,,,,
159,90050949,,-1.5843335694068807,,,,,,,
160,90050964,,-1.5843335694068807,,,,,,,
161,90051707,,,0.7799622625516011,,,,,,
162,90051756,,-1.5843335694068807,,,,,,,
163,90052697,,-1.5843335694068807,,,,,,,
164,90055302,,-1.5843335694068807,,,,,,,
165,90055815,,,0.7799622625516011,,,,,,
166,90056060,,0.11623507126120139,,,,,,,0.48138040067876176
167,90056771,,-78.80780430317428,,79.60024872063987,,,,0.20610209416225553,
168,90056813,,,0.7799622625516011,,,,,,
169,90056987,,-42.92855173587114,,,15.776061820657574,,,,
170,90057001,,0.08906223223185883,,-73.22384410843345,24.08469091718653,,,,
171,90057068,,,,,-21.602852282775395,,,,
172,90059270,,-0.4976674374813187,,0.6294535546736089,0.3655846628456692,0.5011757315899474,,,
173,90059767,,0.43886745220218826,,,,0.2583938507081463,,,
174,90060138,,,0.7799622625516011,,,,,,
175,90060393,,-1.5843335694068807,,,,,,,
176,90061052,,,,,32.799688280908036,,0.10941287971175581,0.016481620482728443,
177,90061243,,1.5513480501965013,,,,0.18610159700823448,,,
178,90064023,,9.905476680967894,,-19.461548681196632,,,,,
179,90064320,,,,,,,,0.30522249986585875,
180,90065004,,-1.5843335694068807,,,,,,,
181,90065327,,-1.5843335694068807,,,,,,,
182,90065871,,1.9302388179811412,,,,,,,0.11864241642986606
183,90066424,,-1.5843335694068807,,,,,,,
184,90066945,,-6.895190258292836,2.3320302080451167,0.009991401711466175,7.590981616491125,,,,
185,90068313,,-1.5843335694068807,,,,,,,
186,90068842,,,,,,,,0.30522249986585875,
187,90069113,,-1.5843335694068807,,,,,,,
188,90069238,,-1.5843335694068807,,,,,,,
189,90069436,0.010752792959483275,0.9738722430750364,,,,,,,
190,90069675,,-0.15087304887325453,,,1.0048717689182578,0.3377894835300298,,,
191,90070848,,-1.5843335694068807,,,,,,,
192,90071549,,-1.5843335694068807,,,,,,,
193,90071556,,-6.979729253311964,,8.394062550959386,,,,,
194,90072166,,,,,-21.602852282775395,,,,
195,90073453,,-1.5843335694068807,,,,,,,
196,90076274,,-1.5843335694068807,,,,,,,
197,90076399,,,0.7799622625516011,,,,,,
198,90077769,,-35.11248878733577,20.547929246978665,,23.917182221563117,,,,
199,90077959,,-1.5843335694068807,,,,,,,
200,90078775,,,0.7668991065063719,,,,,0.2316474051215361,
201,90080177,,,,,-21.602852282775395,,,,
202,90080276,,,0.7799622625516011,,,,,,
203,90080565,,-1.5843335694068807,,,,,,,
204,90080664,,0.515342690084061,,,,,,,0.2354280551013376
205,90081217,,-1.5843335694068807,,,,,,,
206,90081621,,,,,-21.602852282775395,,,,
207,90082264,,-1.5843335694068807,,,,,,,
208,90082678,,0.18225494606911177,,,,0.3736085637602701,,,
209,90083098,,-1.5843335694068807,,,,,,,
210,90083312,,-7.197484125254441,,13.332168631355419,,,,,
211,90083429,,0.7014228037093204,,,0.2971237079185869,,,,
212,90083510,,-1.5843335694068807,,,,,,,
213,90084021,,,,,-21.602852282775395,,,,
214,90084963,,-1.5843335694068807,,,,,,,
215,90085226,0.004787098396253806,0.9881599126597719,,,,,,,
216,90085283,,-1.5843335694068807,,,,,,,
217,90085895,,,,,0.21791376106605126,,,,0.39459813175988356
218,90085994,,,,2.6502069713945744,-0.5995202318594366,,,,
219,90086257,,-1.5843335694068807,,,,,,,
220,90086711,,-11.253112098478827,,,3.809292179847482,,,,
221,90086737,,9.168796770371426,,-16.6304909535083,8.460240694764789,,,,
222,90087529,,5.393999773054221,,,-6.589364230221406,,,,
223,90087545,,-1.5843335694068807,,,,,,,
224,90087602,,-1.5843335694068807,,,,,,,
225,90087669,,,,,-21.602852282775395,,,,
226,90088022,,,,,-21.602852282775395,,,,
227,90088030,,,,,,,,0.30522249986585875,
228,90088071,,-1.5843335694068807,,,,,,,
229,90088121,,-1.2827579985150308,,,2.281304510142938,,,,
230,90088139,,,0.7799622625516011,,,,,,
231,90088162,,,,,-21.602852282775395,,,,
232,90088253,,5.935243080516818,,-2.864343619823522,,,,,
233,90088477,,-1.5843335694068807,,,,,,,
234,90088600,,0.18492155645260144,,0.032613502717525444,1.284659604704248,,,,
235,90089053,,-1.5843335694068807,,,,,,,
236,90090242,,-1.5843335694068807,,,,,,,
237,90090804,,-1.5843335694068807,,,,,,,
238,90091943,,-1.5843335694068807,,,,,,,
239,90092917,,-2.0873002948660755,,-14.431709198691053,,,,,
240,90093386,,-2.3938422302073885,,12.316237207495071,,,,,
241,90093543,,-1.5843335694068807,,,,,,,
242,90094228,,-1.5843335694068807,,,,,,,
243,90094483,,,,47.86356573502674,-20.579502152320835,,,,
244,90095456,,57.60889531991906,,,-59.83438522525583,,,,
245,90096447,,,0.7799622625516011,,,,,,
246,90096454,,,0.7799622625516011,,,,,,
247,90096884,,-1.5843335694068807,,,,,,,
248,90096918,,,,,-21.602852282775395,,,,
249,90096975,,,,,,,,0.30522249986585875,
250,90097213,,-9.283280299260255,,,-7.698778998039721,,,,
251,90097890,,-7.447459024868193,8.4460055364961,,,,,,
252,90099144,,-1.5843335694068807,,,,,,,
253,90099409,,-1.5843335694068807,,,,,,,
254,90099847,,-1.5843335694068807,,,,,,,
255,90100074,,-1.5843335694068807,,,,,,,
256,90100140,,,,,-21.602852282775395,,,,
257,90100215,,-1.5843335694068807,,,,,,,
258,90100470,,-1.5843335694068807,,,,,,,
259,90100611,,-0.5931849060767913,,-3.6978210918823358,,,,,
260,90102336,,-1.5843335694068807,,,,,,,
261,90102385,,-1.5843335694068807,,,,,,,
262,90102971,,-1.5843335694068807,,,,,,,
263,90103078,,-1.5843335694068807,,,,,,,
264,90103177,,,,,-21.602852282775395,,,,
265,90103581,,-1.5843335694068807,,,,,,,
266,90104068,,-1.5843335694068807,,,,,,,
267,90104480,,0.565417145333917,,,,,,,0.2000427072524311
268,90104639,,-1.6051384500138528,,3.9086037243052756,,,,,
269,90104779,,-1.5843335694068807,,,,,,,
270,90105180,,-1.5843335694068807,,,,,,,
271,90105214,,,,42.42845682354232,6.865103541674074,,,,
272,90105271,,-1.5843335694068807,,,,,,,
273,90105289,,,,,-21.602852282775395,,,,
274,90105404,,,,,,,,0.30522249986585875,
275,90105610,,-2.1602059308425243,,-4.996944860069,,,,,
276,90105784,,,,,,,,,0.37115389109005187
277,90105917,,-1.5843335694068807,,,,,,,
278,90106329,0.00044837426347424294,-1.5893259074659163,,,,,,,
279,90106600,,-1.5843335694068807,,,,,,,
280,90106824,,,,,,,,,0.37115389109005187
281,90107392,,-1.5843335694068807,,,,,,,
282,90107467,,-1.5843335694068807,,,,,,,
283,90107699,,,,,,,,0.30522249986585875,
284,90107905,,26.430910295465836,-37.22619470093714,22.363265851629762,,,,,
285,90108259,,-1.5843335694068807,,,,,,,
286,90108671,,-1.5843335694068807,,,,,,,
287,90109356,,-1.5843335694068807,,,,,,,
288,90110107,,,,,-21.602852282775395,,,,
289,90110297,,-1.5843335694068807,,,,,,,
290,90112756,,-1.5843335694068807,,,,,,,
291,90113192,,-1.5843335694068807,,,,,,,
292,90113358,,,,,,,,0.30522249986585875,
293,90113523,,,,,,,,,0.37115389109005187
294,90113960,,-1.5843335694068807,,,,,,,
295,90114307,,0.41146387606808843,,,,,,,0.38614520720322354
296,90114513,,-1.5843335694068807,,,,,,,
297,90114570,,,0.7799622625516011,,,,,,
298,90114604,,-1.5843335694068807,,,,,,,
299,90114646,,,,,-21.602852282775395,,,,
300,90116062,,,,,,,,0.30522249986585875,
301,90116187,,1.8566803146338735,,,-1.9221466586008806,,,,
302,90116609,,-1.5843335694068807,,,,,,,
303,90117011,,-1.5843335694068807,,,,,,,
304,90117425,,12.173864456705342,,-5.4500376776934685,-5.87961159087093,,,,
305,90117656,,,,,-21.602852282775395,,,,
306,90117813,,0.37314018794013215,0.4665890536090913,,,,,,
307,90117979,,15.947311237659859,,-25.60371752550286,,,,,
308,90118035,,,,,,,,0.30522249986585875,
309,90118381,,-2.3803057109964927,0.012059653133476456,9.677563409528041,,,,,
310,90118639,,,,,,,,0.30522249986585875,
311,90119041,,-1.5843335694068807,,,,,,,
312,90119413,,-1.5843335694068807,,,,,,,
313,90120247,,-1.5843335694068807,,,,,,,
314,90120338,,,,,,,,0.30522249986585875,
315,90121062,,,,,,,,0.30522249986585875,
316,90121252,,-1.5843335694068807,,,,,,,
317,90121856,,-1.5843335694068807,,,,,,,
318,90122391,,-1.5843335694068807,,,,,,,
319,90122854,,-1.5843335694068807,,,,,,,
320,90123027,,-1.5843335694068807,,,,,,,
321,90123514,,,,,,,,-0.026219375253671462,75.37100373342831
322,90123878,,-1.5843335694068807,,,,,,,
323,90124256,,-1.5843335694068807,,,,,,,
324,90124801,,,,1.7103211304034338,0.3626973832069478,-1.1146133137729994,,0.040141311790524964,
325,90125105,,-5.648004691259029,,6.9204467854683065,,,,,
326,90125402,,-1.5843335694068807,,,,,,,
327,90125733,,-1.5843335694068807,,,,,,,
328,90126426,,,0.7627313466722878,,,,,,0.3740371507593404
329,90126756,,-1.5843335694068807,,,,,,,
330,90126947,,,,,-21.602852282775395,,,,
331,90127457,,-1.5843335694068807,,,,,,,
332,90127788,,,,,-21.602852282775395,,,,
333,90127820,,-1.5843335694068807,,,,,,,
334,90128059,,,,,0.26432841935976564,,,,0.3896650348612064
335,90128257,,-8.398645302841217,,15.461485887719094,,,,,
336,90128422,,-1.5843335694068807,,,,,,,
337,90128760,,-6.169927688413367,,3.658911954330449,,,,,
338,90128919,,,,,-21.602852282775395,,,,
339,90129156,,,,,-21.602852282775395,,,,
340,90129263,,1.358515864794768,,,-9.821346978407728,,,,
341,90129396,,-1.5843335694068807,,,,,,,
342,90129479,,,,,-21.602852282775395,,,,
343,90130113,,-1.5843335694068807,,,,,,,
344,90131566,,,,,-21.602852282775395,,,,
345,90131665,,-1.5843335694068807,,,,,,,
346,90132077,,,,,,,,,0.37115389109005187
347,90132168,0.032195119770665845,0.9663513918572415,,,,,,,
348,90132507,,4.417215545499763,,,-5.193294478490706,,,,
349,90133000,,124.1609129823077,,-75.64714841069548,,,,,
350,90133372,,-1.5843335694068807,,,,,,,
351,90133398,,,,,,,,,0.37115389109005187
352,90133463,0.025309666124289695,0.9705268364281532,,,,,,,
353,90133570,,1.39885367347389,,0.48193929575377226,,,,,
354,90133810,,2.226784927731549,,3.6152051306722974,,,,,
355,90134073,,-1.5843335694068807,,,,,,,
356,90134131,,-1.5843335694068807,,,,,,,
357,90134230,,,,,-21.602852282775395,,,,
358,90134693,,5.028863450280557,,,-4.771775738674814,,,,
359,90135419,,13.514447553474358,,-6.682365086721475,,,,,
360,90135443,,,,,-21.602852282775395,,,,
361,90135823,,,0.7799622625516011,,,,,,
362,90135971,,-1.5843335694068807,,,,,,,
363,90136136,,-1.5843335694068807,,,,,,,
364,90138280,,-1.5843335694068807,,,,,,,
365,90138355,,-1.5843335694068807,,,,,,,
366,90138835,,-1.5843335694068807,,,,,,,
367,90141912,,,0.16339554101182618,,,,,,0.6609773262397025
368,90142571,,,,,,,,,0.37115389109005187
369,90142928,,-1.5843335694068807,,,,,,,
370,90143017,,31.42302298191436,,-65.56062294002402,,,,,
371,90143025,,-1.5843335694068807,,,,,,,
372,90143090,,0.4694676512515718,,,,0.3223452544683141,,,
373,90143819,,-1.5843335694068807,,,,,,,
374,90146028,,,,0.402506891471371,0.6272348564752843,,,,
375,90146457,,-1.5843335694068807,,,,,,,
376,90147661,,-3.2268992727114023,,,2.3174617342926758,,,,
377,90148438,,-0.7618380144598129,,-2.5256893467364865,,,,,
378,90148511,,-1.5843335694068807,,,,,,,
379,90149428,,-12.475988538514084,,3.425578456715529,1.2063080239383517,,,,
380,90150160,,,0.7799622625516011,,,,,,
381,90150822,,,,,,,,0.30522249986585875,
382,90151358,,0.681127908453135,1.3466386287631327,-1.2417126030939536,,0.18930700524519975,,,
383,90151366,0.011865433960829844,,,,,,,,0.6269689819975597
384,90151655,,2.5021714479806505,,6.145994421778745,,,,,
385,90151762,,0.17500923463520582,,,,,,,0.4441964799074916
386,90152083,,-1.5843335694068807,,,,,,,
387,90153891,,,,,,,,,0.37115389109005187
388,90155912,,,,,-21.602852282775395,,,,
389,90157280,,-3.4633871474948332,,7.605871011307303,,,,,
390,90158114,,,,,,,,,0.37115389109005187
391,90160920,,-1.5843335694068807,,,,,,,
392,90161266,,,,,-21.602852282775395,,,,
393,90161886,,-1.5843335694068807,,,,,,,
394,90161902,,0.9965615915736967,,,-1.557694775734122,,,,
395,90162603,,-2.264561697725971,,,0.724344209249479,,,,
396,90163031,0.005453680854643159,26.362045770057236,,-11.77446908730564,-13.594483851978353,,,,
397,90164344,,,,,-21.602852282775395,,,,
398,90164567,,-1.5843335694068807,,,,,,,
399,90164971,,,,,,,,,0.37115389109005187
400,90165762,,,,,-21.602852282775395,,,,
401,90166000,,-1.4393212975214666,,-3.703555213459163,,,,,
402,90168147,,-1.5843335694068807,,,,,,,
403,90172156,,3.942865381868005,,-11.018811588655332,,,,,
404,90172958,,5.712349182315009,,,-5.305432308017298,,,,
405,90173030,,-0.9559057253162433,,2.6815803050701676,,,,,0.2993122931296016
406,90173204,,,,,,,,,0.37115389109005187
407,90173600,,,,,,,,,0.37115389109005187
408,90173717,,0.7105015083900266,,,,0.35003236108925584,,,
409,90174384,0.12485825936718327,23.674047282765592,,,,,,,
410,90175829,,-1.6121893130869702,,1.6160652381292242,,,,,
411,90176827,,1.1939456776906407,,,-6.330470352010636,,,,
412,90176876,,-1.5843335694068807,,,,,,,
413,90178112,,,,,-21.602852282775395,,,,
414,90178138,,-3.989003602919034,,-14.678923594042786,0.5317552589026384,,,,
415,90178237,,,,,-21.602852282775395,,,,
416,90178518,,,,,-21.602852282775395,,,,
417,90178658,,-4.469604091826233,,5.588205647318947,,,,,
418,90178856,,,,,,,,0.30522249986585875,
419,90179151,,-13.877754981050913,3.003977378222686,-8.356352273440422,,,,,
420,90179581,,-17.284228810793152,,,15.074573999009665,,,,
421,90181025,,,,,,,,0.30522249986585875,
422,90182221,,-1.5843335694068807,,,,,,,
423,90182502,,19.29004999435534,,7.5557978792064215,,,,0.041890195018975424,
424,90182569,,,0.7799622625516011,,,,,,
425,90183005,,0.756657281551385,,,0.38156779433517,0.129481770910233,,,
426,90184185,,,,-67.4999662414136,17.711052966307186,,,,
427,90184623,,1.1638118203598864,,,,0.2766178890545702,,0.011510341614044083,
428,90184730,,-1.5843335694068807,,,,,,,
429,90185794,,-1.5843335694068807,,,,,,,
430,90186040,,-1.5843335694068807,,,,,,,
431,90186180,,-0.40608890171920975,,1.1717278095760408,0.17884603188918932,0.36516147096371004,,,
432,90186206,,-1.5478037617125473,,,-0.16809831461881375,,,,
433,90187881,,-2.518425851852804,,3.516972363480709,,,,,
434,90188814,,-0.7576646890907055,,-2.5186798421952368,,,,,
435,90190885,,-1.4923149677394316,,3.570978849340383,,,,,
436,90191305,,-1.5843335694068807,,,,,,,
437,90191412,0.005787287022006874,-0.581173061208706,,1.5739322858146063,,,,,
438,90192873,,15.82700629073927,,,-14.828459779111363,,,,
439,90193038,,0.5607990495590298,17.555446849548513,,,,,0.013500868749801824,
440,90193046,,,0.7799622625516011,,,,,,
441,90193491,,-1.5843335694068807,,,,,,,
442,90193509,,-1.5843335694068807,,,,,,,
443,90193962,,-1.5843335694068807,,,,,,,
444,90194101,,,0.7799622625516011,,,,,,
445,90194556,,-1.5843335694068807,,,,,,,
446,90195017,,,,,-21.602852282775395,,,,
447,90195074,,,,,18.795519758613725,,0.11146050070444584,0.06447828723154785,
448,90195181,,-1.5843335694068807,,,,,,,
449,90195413,,-64.84662452202915,65.70541029121365,,,,,0.13976074244342784,
450,90195728,,-1.5843335694068807,,,,,,,
451,90195850,,,0.7799622625516011,,,,,,
452,90196692,,,,0.36186509100659237,,,,0.24882072858013857,
453,90197781,,0.3366120221361203,,,,0.4408452397375844,,,
454,90198680,,,,,-21.602852282775395,,,,
455,90199241,,,,0.3352017665059218,,,,,0.2823385269982684
456,90199696,,,,,-21.602852282775395,,,,
457,90200296,,-1.5843335694068807,,,,,,,
458,90200346,,,,,,,,,0.37115389109005187
459,90200510,,-1.4994143670831317,,-7.419660250190983,,,,,
460,90200791,,-1.226685644066408,,4.4408475243818595,,,,,
461,90201336,,,,,-21.602852282775395,,,,
462,90201807,,111.09812606747691,,-322.08920315190926,,,0.1429248464538431,,
463,90202052,0.0026431480168425604,0.9753705115167772,0.02110956351407811,,,,,,
464,90202201,,,0.555586053042874,,,,,0.2762188435821424,
465,90202235,,-1.5843335694068807,,,,,,,
466,90202573,,-1.5843335694068807,,,,,,,
467,90202722,,-1.5843335694068807,,,,,,,
468,90203738,-0.0041608460841367125,-1.5276058038458606,,,,,,,
469,90205667,,-14.178665836574998,,,5.401639973151887,,,,
470,90207416,,,,5.133024450464212,2.3624871976553017,,,,
471,90207994,,,0.7799622625516011,,,,,,
472,90209370,,-1.5843335694068807,,,,,,,
473,90210931,,-1.9629169669057835,,,1.255263917815411,,,,
474,90211285,,-6.843911348754203,,7.842457860382108,,,,,
475,90211459,,22.69934397079261,,,-28.71359267456225,,,,
476,90212796,,,,,,,,0.30522249986585875,
477,90213596,,1.0135306657069654,,-0.6399845894981284,,0.21721272778590442,,,
478,90214297,,9.274185894664878,,,-9.269184922629846,,,,
479,90217159,,-1.5843335694068807,,,,,,,
480,90217993,,-1.5843335694068807,,,,,,,
481,90219478,,0.5499483202036326,-0.16847304365358706,,0.02062781084364551,0.4010675041576641,,,
482,90220336,,-1.5843335694068807,,,,,,,
483,90220344,,-1.5843335694068807,,,,,,,
484,90221771,,,,,-21.602852282775395,,,,
485,90221805,,,,0.6151822873704882,,,,0.21850135013421834,
486,90222316,,0.8163892126043379,,,,0.7799506401892247,,,
487,90222993,,-1.5843335694068807,,,,,,,
488,90223611,,,,0.4282349775455917,,,,,0.29048727026706206
489,90225285,,,,,-21.602852282775395,,,,
490,90225632,,4.618295807070056,,-6.917587189569422,,,,,
491,90226994,,,,,-21.602852282775395,,,,
492,90227513,,-1.5843335694068807,,,,,,,
493,90228156,0.017918684338374576,-7.717794670706171,,,8.698422497995704,,,,
494,90228362,,-0.49224048754294714,,-4.856449442861319,,,,,
495,90228701,0.07974924909532315,3.0807239974394633,38.86770449673067,-41.02963123163759,,,,,
496,90228875,,-1.5843335694068807,,,,,,,
497,90230004,,-1.5843335694068807,,,,,,,
498,90231226,,,0.7799622625516011,,,,,,
499,90232273,,-1.5843335694068807,,,,,,,
500,90232554,,-1.5843335694068807,,,,,,,
501,90233628,,,,,-21.602852282775395,,,,
502,90233834,,,,,-21.602852282775395,,,,
503,90233974,,4.899389362046085,,-5.120288274019634,,,,,
504,90237405,,,,5.227064670893206,22.749598182024553,,,,
505,90238080,,-1.5843335694068807,,,,,,,
