id,ID_CLIENTE,NIVEL,MEJOR_RENDIMIENTO
1916,90111147,NIVEL 3,No
1917,90111576,NIVEL 1,No
1918,90111576,NIVEL 2,No
1919,90111576,NIVEL 3,No
1920,90111683,NIVEL 1,No
1921,90111683,NIVEL 2,No
1922,90111683,NIVEL 3,No
1923,90112608,NIVEL 1,No
1924,90112608,NIVEL 2,No
1925,90112608,NIVEL 3,No
1926,90112756,NIVEL 1,Yes
1927,90112756,NIVEL 2,Yes
1928,90112756,NIVEL 3,Yes
1929,90112814,NIVEL 1,No
1930,90112814,NIVEL 2,No
1931,90112814,NIVEL 3,Yes
1932,90113101,NIVEL 1,No
1933,90113101,NIVEL 2,No
1934,90113101,NIVEL 3,No
1935,90113192,NIVEL 1,Yes
1936,90113192,NIVEL 2,Yes
1937,90113192,NIVEL 3,Yes
1938,90113358,NIVEL 1,Yes
1939,90113358,NIVEL 2,Yes
1940,90113358,NIVEL 3,Yes
1941,90113523,NIVEL 1,Yes
1942,90113523,NIVEL 2,Yes
1943,90113523,NIVEL 3,Yes
1944,90113739,NIVEL 1,No
1945,90113739,NIVEL 2,No
1946,90113739,NIVEL 3,No
1947,90113960,NIVEL 1,Yes
1948,90113960,NIVEL 2,Yes
1949,90113960,NIVEL 3,Yes
1950,90113986,NIVEL 1,No
1951,90113986,NIVEL 2,No
1952,90113986,NIVEL 3,No
1953,90114125,NIVEL 1,No
1954,90114125,NIVEL 2,No
1955,90114125,NIVEL 3,No
1956,90114307,NIVEL 1,Yes
1957,90114307,NIVEL 2,Yes
1958,90114307,NIVEL 3,Yes
1959,90114513,NIVEL 1,Yes
1960,90114513,NIVEL 2,Yes
1961,90114513,NIVEL 3,Yes
1962,90114570,NIVEL 1,Yes
1963,90114570,NIVEL 2,Yes
1964,90114570,NIVEL 3,Yes
1965,90114604,NIVEL 1,Yes
1966,90114604,NIVEL 2,Yes
1967,90114604,NIVEL 3,Yes
1968,90114646,NIVEL 1,Yes
1969,90114646,NIVEL 2,Yes
1970,90114646,NIVEL 3,Yes
1971,90115031,NIVEL 1,No
1972,90115031,NIVEL 2,No
1973,90115031,NIVEL 3,No
1974,90115049,NIVEL 1,No
1975,90115049,NIVEL 2,Yes
1976,90115049,NIVEL 3,Yes
1977,90115080,NIVEL 1,No
1978,90115080,NIVEL 2,No
1979,90115080,NIVEL 3,No
1980,90115338,NIVEL 1,No
1981,90115338,NIVEL 2,No
1982,90115338,NIVEL 3,No
1983,90115551,NIVEL 1,No
1984,90115551,NIVEL 2,No
1985,90115551,NIVEL 3,No
1986,90115924,NIVEL 1,No
1987,90115924,NIVEL 2,No
1988,90115924,NIVEL 3,No
1989,90116062,NIVEL 1,Yes
1990,90116062,NIVEL 2,Yes
1991,90116062,NIVEL 3,Yes
1992,90116187,NIVEL 1,Yes
1993,90116187,NIVEL 2,Yes
1994,90116187,NIVEL 3,Yes
1995,90116237,NIVEL 1,No
1996,90116237,NIVEL 2,No
1997,90116237,NIVEL 3,No
1998,90116427,NIVEL 1,No
1999,90116427,NIVEL 2,No
2000,90116427,NIVEL 3,No
2001,90116542,NIVEL 1,No
2002,90116542,NIVEL 2,No
2003,90116542,NIVEL 3,No
2004,90116609,NIVEL 1,Yes
2005,90116609,NIVEL 2,Yes
2006,90116609,NIVEL 3,Yes
2007,90116690,NIVEL 1,No
2008,90116690,NIVEL 2,No
2009,90116690,NIVEL 3,No
2010,90117011,NIVEL 1,Yes
2011,90117011,NIVEL 2,Yes
2012,90117011,NIVEL 3,Yes
2013,90117094,NIVEL 1,No
2014,90117094,NIVEL 2,Yes
2015,90117094,NIVEL 3,Yes
2016,90117425,NIVEL 1,Yes
2017,90117425,NIVEL 2,Yes
2018,90117425,NIVEL 3,Yes
2019,90117433,NIVEL 1,No
2020,90117433,NIVEL 2,No
2021,90117433,NIVEL 3,No
2022,90117516,NIVEL 1,No
2023,90117516,NIVEL 2,No
2024,90117516,NIVEL 3,No
2025,90117557,NIVEL 1,No
2026,90117557,NIVEL 2,No
2027,90117557,NIVEL 3,No
2028,90117656,NIVEL 1,Yes
2029,90117656,NIVEL 2,Yes
2030,90117656,NIVEL 3,Yes
2031,90117813,NIVEL 1,Yes
2032,90117813,NIVEL 2,Yes
2033,90117813,NIVEL 3,Yes
2034,90117854,NIVEL 1,No
2035,90117854,NIVEL 2,No
2036,90117854,NIVEL 3,No
2037,90117979,NIVEL 1,Yes
2038,90117979,NIVEL 2,Yes
2039,90117979,NIVEL 3,Yes
2040,90118035,NIVEL 1,Yes
2041,90118035,NIVEL 2,Yes
2042,90118035,NIVEL 3,Yes
2043,90118092,NIVEL 1,No
2044,90118092,NIVEL 2,No
2045,90118092,NIVEL 3,No
2046,90118381,NIVEL 1,Yes
2047,90118381,NIVEL 2,Yes
2048,90118381,NIVEL 3,Yes
2049,90118639,NIVEL 1,Yes
2050,90118639,NIVEL 2,Yes
2051,90118639,NIVEL 3,Yes
2052,90118696,NIVEL 1,No
2053,90118696,NIVEL 2,No
2054,90118696,NIVEL 3,No
2055,90118779,NIVEL 1,No
2056,90118779,NIVEL 2,No
2057,90118779,NIVEL 3,No
2058,90119041,NIVEL 1,Yes
2059,90119041,NIVEL 2,Yes
2060,90119041,NIVEL 3,Yes
2061,90119132,NIVEL 1,No
2062,90119132,NIVEL 2,No
2063,90119132,NIVEL 3,No
2064,90119231,NIVEL 1,No
2065,90119231,NIVEL 2,No
2066,90119231,NIVEL 3,No
2067,90119413,NIVEL 1,Yes
2068,90119413,NIVEL 2,Yes
2069,90119413,NIVEL 3,Yes
2070,90119512,NIVEL 1,No
2071,90119512,NIVEL 2,No
2072,90119512,NIVEL 3,No
2073,90119686,NIVEL 1,No
2074,90119686,NIVEL 2,No
2075,90119686,NIVEL 3,No
2076,90120247,NIVEL 1,Yes
2077,90120247,NIVEL 2,Yes
2078,90120247,NIVEL 3,Yes
2079,90120254,NIVEL 1,No
2080,90120254,NIVEL 2,Yes
2081,90120254,NIVEL 3,Yes
2082,90120338,NIVEL 1,Yes
2083,90120338,NIVEL 2,Yes
2084,90120338,NIVEL 3,Yes
2085,90120502,NIVEL 1,No
2086,90120502,NIVEL 2,Yes
2087,90120502,NIVEL 3,Yes
2088,90120643,NIVEL 1,No
2089,90120643,NIVEL 2,No
2090,90120643,NIVEL 3,No
2091,90120825,NIVEL 1,No
2092,90120825,NIVEL 2,No
2093,90120825,NIVEL 3,No
2094,90121062,NIVEL 1,Yes
2095,90121062,NIVEL 2,Yes
2096,90121062,NIVEL 3,Yes
2097,90121104,NIVEL 1,No
2098,90121104,NIVEL 2,No
2099,90121104,NIVEL 3,No
2100,90121195,NIVEL 1,No
2101,90121195,NIVEL 2,No
2102,90121195,NIVEL 3,Yes
2103,90121252,NIVEL 1,Yes
2104,90121252,NIVEL 2,Yes
2105,90121252,NIVEL 3,Yes
2106,90121856,NIVEL 1,Yes
2107,90121856,NIVEL 2,Yes
2108,90121856,NIVEL 3,Yes
2109,90122045,NIVEL 1,No
2110,90122045,NIVEL 2,No
2111,90122045,NIVEL 3,No
2112,90122144,NIVEL 1,No
2113,90122144,NIVEL 2,No
2114,90122144,NIVEL 3,No
2115,90122318,NIVEL 1,No
2116,90122318,NIVEL 2,No
2117,90122318,NIVEL 3,No
2118,90122391,NIVEL 1,Yes
2119,90122391,NIVEL 2,Yes
2120,90122391,NIVEL 3,Yes
2121,90122482,NIVEL 1,No
2122,90122482,NIVEL 2,No
2123,90122482,NIVEL 3,No
2124,90122854,NIVEL 1,Yes
2125,90122854,NIVEL 2,Yes
2126,90122854,NIVEL 3,Yes
2127,90123027,NIVEL 1,Yes
2128,90123027,NIVEL 2,Yes
2129,90123027,NIVEL 3,Yes
2130,90123134,NIVEL 1,No
2131,90123134,NIVEL 2,No
2132,90123134,NIVEL 3,No
2133,90123399,NIVEL 1,No
2134,90123399,NIVEL 2,No
2135,90123399,NIVEL 3,No
2136,90123514,NIVEL 1,Yes
2137,90123514,NIVEL 2,Yes
2138,90123514,NIVEL 3,Yes
2139,90123720,NIVEL 1,No
2140,90123720,NIVEL 2,No
2141,90123720,NIVEL 3,No
2142,90123852,NIVEL 1,No
2143,90123852,NIVEL 2,No
2144,90123852,NIVEL 3,No
2145,90123878,NIVEL 1,Yes
2146,90123878,NIVEL 2,Yes
2147,90123878,NIVEL 3,Yes
2148,90123902,NIVEL 1,No
2149,90123902,NIVEL 2,No
2150,90123902,NIVEL 3,No
2151,90124256,NIVEL 1,Yes
2152,90124256,NIVEL 2,Yes
2153,90124256,NIVEL 3,Yes
2154,90124421,NIVEL 1,No
2155,90124421,NIVEL 2,No
2156,90124421,NIVEL 3,No
2157,90124504,NIVEL 1,No
2158,90124504,NIVEL 2,No
2159,90124504,NIVEL 3,No
2160,90124785,NIVEL 1,No
2161,90124785,NIVEL 2,No
2162,90124785,NIVEL 3,No
2163,90124801,NIVEL 1,Yes
2164,90124801,NIVEL 2,Yes
2165,90124801,NIVEL 3,Yes
2166,90124835,NIVEL 1,No
2167,90124835,NIVEL 2,No
2168,90124835,NIVEL 3,No
2169,90124991,NIVEL 1,No
2170,90124991,NIVEL 2,No
2171,90124991,NIVEL 3,No
2172,90125105,NIVEL 1,Yes
2173,90125105,NIVEL 2,Yes
2174,90125105,NIVEL 3,Yes
2175,90125113,NIVEL 1,No
2176,90125113,NIVEL 2,No
2177,90125113,NIVEL 3,No
2178,90125188,NIVEL 1,No
2179,90125188,NIVEL 2,Yes
2180,90125188,NIVEL 3,Yes
2181,90125196,NIVEL 1,No
2182,90125196,NIVEL 2,No
2183,90125196,NIVEL 3,No
2184,90125402,NIVEL 1,Yes
2185,90125402,NIVEL 2,Yes
2186,90125402,NIVEL 3,Yes
2187,90125543,NIVEL 1,No
2188,90125543,NIVEL 2,No
2189,90125543,NIVEL 3,No
2190,90125733,NIVEL 1,Yes
2191,90125733,NIVEL 2,Yes
2192,90125733,NIVEL 3,Yes
2193,90125832,NIVEL 1,No
2194,90125832,NIVEL 2,No
2195,90125832,NIVEL 3,No
2196,90125840,NIVEL 1,No
2197,90125840,NIVEL 2,No
2198,90125840,NIVEL 3,No
2199,90126426,NIVEL 1,Yes
2200,90126426,NIVEL 2,Yes
2201,90126426,NIVEL 3,Yes
2202,90126442,NIVEL 1,No
2203,90126442,NIVEL 2,No
2204,90126442,NIVEL 3,No
2205,90126756,NIVEL 1,Yes
2206,90126756,NIVEL 2,Yes
2207,90126756,NIVEL 3,Yes
2208,90126947,NIVEL 1,Yes
2209,90126947,NIVEL 2,Yes
2210,90126947,NIVEL 3,Yes
2211,90127382,NIVEL 1,No
2212,90127382,NIVEL 2,No
2213,90127382,NIVEL 3,No
2214,90127440,NIVEL 1,No
2215,90127440,NIVEL 2,No
2216,90127440,NIVEL 3,No
2217,90127457,NIVEL 1,Yes
2218,90127457,NIVEL 2,Yes
2219,90127457,NIVEL 3,Yes
2220,90127481,NIVEL 1,No
2221,90127481,NIVEL 2,No
2222,90127481,NIVEL 3,No
2223,90127788,NIVEL 1,Yes
2224,90127788,NIVEL 2,Yes
2225,90127788,NIVEL 3,Yes
2226,90127820,NIVEL 1,Yes
2227,90127820,NIVEL 2,Yes
2228,90127820,NIVEL 3,Yes
2229,90127937,NIVEL 1,No
2230,90127937,NIVEL 2,No
2231,90127937,NIVEL 3,No
2232,90128059,NIVEL 1,Yes
2233,90128059,NIVEL 2,Yes
2234,90128059,NIVEL 3,Yes
2235,90128109,NIVEL 1,No
2236,90128109,NIVEL 2,No
2237,90128109,NIVEL 3,No
2238,90128174,NIVEL 1,No
2239,90128174,NIVEL 2,No
2240,90128174,NIVEL 3,No
2241,90128257,NIVEL 1,Yes
2242,90128257,NIVEL 2,Yes
2243,90128257,NIVEL 3,Yes
2244,90128265,NIVEL 1,No
2245,90128265,NIVEL 2,No
2246,90128265,NIVEL 3,No
2247,90128422,NIVEL 1,Yes
2248,90128422,NIVEL 2,Yes
2249,90128422,NIVEL 3,Yes
2250,90128620,NIVEL 1,No
2251,90128620,NIVEL 2,No
2252,90128620,NIVEL 3,No
2253,90128760,NIVEL 1,Yes
2254,90128760,NIVEL 2,Yes
2255,90128760,NIVEL 3,Yes
2256,90128836,NIVEL 1,No
2257,90128836,NIVEL 2,No
2258,90128836,NIVEL 3,No
2259,90128919,NIVEL 1,Yes
2260,90128919,NIVEL 2,Yes
2261,90128919,NIVEL 3,Yes
2262,90128950,NIVEL 1,No
2263,90128950,NIVEL 2,No
2264,90128950,NIVEL 3,No
2265,90129040,NIVEL 1,No
2266,90129040,NIVEL 2,No
2267,90129040,NIVEL 3,No
2268,90129081,NIVEL 1,No
2269,90129081,NIVEL 2,No
2270,90129081,NIVEL 3,No
2271,90129156,NIVEL 1,Yes
2272,90129156,NIVEL 2,Yes
2273,90129156,NIVEL 3,Yes
2274,90129263,NIVEL 1,Yes
2275,90129263,NIVEL 2,Yes
2276,90129263,NIVEL 3,Yes
2277,90129305,NIVEL 1,No
2278,90129305,NIVEL 2,No
2279,90129305,NIVEL 3,Yes
2280,90129396,NIVEL 1,Yes
2281,90129396,NIVEL 2,Yes
2282,90129396,NIVEL 3,Yes
2283,90129479,NIVEL 1,Yes
2284,90129479,NIVEL 2,Yes
2285,90129479,NIVEL 3,Yes
2286,90129495,NIVEL 1,No
2287,90129495,NIVEL 2,No
2288,90129495,NIVEL 3,No
2289,90130097,NIVEL 1,No
2290,90130097,NIVEL 2,Yes
2291,90130097,NIVEL 3,Yes
2292,90130113,NIVEL 1,Yes
2293,90130113,NIVEL 2,Yes
2294,90130113,NIVEL 3,Yes
2295,90130584,NIVEL 1,No
2296,90130584,NIVEL 2,No
2297,90130584,NIVEL 3,No
2298,90130592,NIVEL 1,No
2299,90130592,NIVEL 2,No
2300,90130592,NIVEL 3,No
2301,90130899,NIVEL 1,No
2302,90130899,NIVEL 2,No
2303,90130899,NIVEL 3,No
2304,90130998,NIVEL 1,No
2305,90130998,NIVEL 2,No
2306,90130998,NIVEL 3,No
2307,90131467,NIVEL 1,No
2308,90131467,NIVEL 2,No
2309,90131467,NIVEL 3,No
2310,90131566,NIVEL 1,Yes
2311,90131566,NIVEL 2,Yes
2312,90131566,NIVEL 3,Yes
2313,90131632,NIVEL 1,No
2314,90131632,NIVEL 2,No
2315,90131632,NIVEL 3,No
2316,90131665,NIVEL 1,Yes
2317,90131665,NIVEL 2,Yes
2318,90131665,NIVEL 3,Yes
2319,90132077,NIVEL 1,Yes
2320,90132077,NIVEL 2,Yes
2321,90132077,NIVEL 3,Yes
2322,90132127,NIVEL 1,No
2323,90132127,NIVEL 2,No
2324,90132127,NIVEL 3,No
2325,90132168,NIVEL 1,Yes
2326,90132168,NIVEL 2,Yes
2327,90132168,NIVEL 3,Yes
2328,90132291,NIVEL 1,No
2329,90132291,NIVEL 2,No
2330,90132291,NIVEL 3,No
2331,90132507,NIVEL 1,Yes
2332,90132507,NIVEL 2,Yes
2333,90132507,NIVEL 3,Yes
2334,90132754,NIVEL 1,No
2335,90132754,NIVEL 2,No
2336,90132754,NIVEL 3,No
2337,90132770,NIVEL 1,No
2338,90132770,NIVEL 2,No
2339,90132770,NIVEL 3,No
2340,90132853,NIVEL 1,No
2341,90132853,NIVEL 2,No
2342,90132853,NIVEL 3,No
2343,90132952,NIVEL 1,No
2344,90132952,NIVEL 2,Yes
2345,90132952,NIVEL 3,Yes
2346,90133000,NIVEL 1,Yes
2347,90133000,NIVEL 2,Yes
2348,90133000,NIVEL 3,Yes
2349,90133091,NIVEL 1,No
2350,90133091,NIVEL 2,No
2351,90133091,NIVEL 3,No
2352,90133216,NIVEL 1,No
2353,90133216,NIVEL 2,No
2354,90133216,NIVEL 3,No
2355,90133372,NIVEL 1,Yes
2356,90133372,NIVEL 2,Yes
2357,90133372,NIVEL 3,Yes
2358,90133398,NIVEL 1,Yes
2359,90133398,NIVEL 2,Yes
2360,90133398,NIVEL 3,Yes
2361,90133463,NIVEL 1,Yes
2362,90133463,NIVEL 2,Yes
2363,90133463,NIVEL 3,Yes
2364,90133570,NIVEL 1,Yes
2365,90133570,NIVEL 2,Yes
2366,90133570,NIVEL 3,Yes
2367,90133604,NIVEL 1,No
2368,90133604,NIVEL 2,No
2369,90133604,NIVEL 3,No
2370,90133729,NIVEL 1,No
2371,90133729,NIVEL 2,No
2372,90133729,NIVEL 3,No
2373,90133737,NIVEL 1,No
2374,90133737,NIVEL 2,No
2375,90133737,NIVEL 3,No
2376,90133810,NIVEL 1,Yes
2377,90133810,NIVEL 2,Yes
2378,90133810,NIVEL 3,Yes
2379,90133992,NIVEL 1,No
2380,90133992,NIVEL 2,No
2381,90133992,NIVEL 3,No
2382,90134073,NIVEL 1,Yes
2383,90134073,NIVEL 2,Yes
2384,90134073,NIVEL 3,Yes
2385,90134131,NIVEL 1,Yes
2386,90134131,NIVEL 2,Yes
2387,90134131,NIVEL 3,Yes
2388,90134156,NIVEL 1,No
2389,90134156,NIVEL 2,No
2390,90134156,NIVEL 3,No
2391,90134230,NIVEL 1,Yes
2392,90134230,NIVEL 2,Yes
2393,90134230,NIVEL 3,Yes
2394,90134354,NIVEL 1,No
2395,90134354,NIVEL 2,No
2396,90134354,NIVEL 3,No
2397,90134693,NIVEL 1,Yes
2398,90134693,NIVEL 2,Yes
2399,90134693,NIVEL 3,Yes
2400,90134750,NIVEL 1,No
2401,90134750,NIVEL 2,No
2402,90134750,NIVEL 3,No
2403,90134826,NIVEL 1,No
2404,90134826,NIVEL 2,No
2405,90134826,NIVEL 3,No
2406,90135047,NIVEL 1,No
2407,90135047,NIVEL 2,No
2408,90135047,NIVEL 3,No
2409,90135088,NIVEL 1,No
2410,90135088,NIVEL 2,No
2411,90135088,NIVEL 3,No
2412,90135112,NIVEL 1,No
2413,90135112,NIVEL 2,No
2414,90135112,NIVEL 3,No
2415,90135146,NIVEL 1,No
2416,90135146,NIVEL 2,No
2417,90135146,NIVEL 3,No
2418,90135195,NIVEL 1,No
2419,90135195,NIVEL 2,No
2420,90135195,NIVEL 3,No
2421,90135203,NIVEL 1,No
2422,90135203,NIVEL 2,No
2423,90135203,NIVEL 3,No
2424,90135377,NIVEL 1,No
2425,90135377,NIVEL 2,No
2426,90135377,NIVEL 3,No
2427,90135419,NIVEL 1,Yes
2428,90135419,NIVEL 2,Yes
2429,90135419,NIVEL 3,Yes
2430,90135443,NIVEL 1,Yes
2431,90135443,NIVEL 2,Yes
2432,90135443,NIVEL 3,Yes
2433,90135823,NIVEL 1,Yes
2434,90135823,NIVEL 2,Yes
2435,90135823,NIVEL 3,Yes
2436,90135971,NIVEL 1,Yes
2437,90135971,NIVEL 2,Yes
2438,90135971,NIVEL 3,Yes
2439,90135997,NIVEL 1,No
2440,90135997,NIVEL 2,No
2441,90135997,NIVEL 3,No
2442,90136136,NIVEL 1,Yes
2443,90136136,NIVEL 2,Yes
2444,90136136,NIVEL 3,Yes
2445,90137126,NIVEL 1,No
2446,90137126,NIVEL 2,No
2447,90137126,NIVEL 3,No
2448,90137738,NIVEL 1,No
2449,90137738,NIVEL 2,No
2450,90137738,NIVEL 3,No
2451,90137753,NIVEL 1,No
2452,90137753,NIVEL 2,No
2453,90137753,NIVEL 3,No
2454,90137860,NIVEL 1,No
2455,90137860,NIVEL 2,No
2456,90137860,NIVEL 3,No
2457,90137969,NIVEL 1,No
2458,90137969,NIVEL 2,No
2459,90137969,NIVEL 3,No
2460,90138140,NIVEL 1,No
2461,90138140,NIVEL 2,No
2462,90138140,NIVEL 3,No
2463,90138165,NIVEL 1,No
2464,90138165,NIVEL 2,No
2465,90138165,NIVEL 3,No
2466,90138264,NIVEL 1,No
2467,90138264,NIVEL 2,No
2468,90138264,NIVEL 3,No
2469,90138280,NIVEL 1,Yes
2470,90138280,NIVEL 2,Yes
2471,90138280,NIVEL 3,Yes
2472,90138355,NIVEL 1,Yes
2473,90138355,NIVEL 2,Yes
2474,90138355,NIVEL 3,Yes
2475,90138397,NIVEL 1,No
2476,90138397,NIVEL 2,Yes
2477,90138397,NIVEL 3,Yes
2478,90138520,NIVEL 1,No
2479,90138520,NIVEL 2,No
2480,90138520,NIVEL 3,No
2481,90138637,NIVEL 1,No
2482,90138637,NIVEL 2,No
2483,90138637,NIVEL 3,No
2484,90138660,NIVEL 1,No
2485,90138660,NIVEL 2,No
2486,90138660,NIVEL 3,No
2487,90138744,NIVEL 1,No
2488,90138744,NIVEL 2,No
2489,90138744,NIVEL 3,No
2490,90138835,NIVEL 1,Yes
2491,90138835,NIVEL 2,Yes
2492,90138835,NIVEL 3,Yes
2493,90138868,NIVEL 1,No
2494,90138868,NIVEL 2,No
2495,90138868,NIVEL 3,No
2496,90138876,NIVEL 1,No
2497,90138876,NIVEL 2,No
2498,90138876,NIVEL 3,No
2499,90139296,NIVEL 1,No
2500,90139296,NIVEL 2,No
2501,90139296,NIVEL 3,No
2502,90139411,NIVEL 1,No
2503,90139411,NIVEL 2,No
2504,90139411,NIVEL 3,No
2505,90139585,NIVEL 1,No
2506,90139585,NIVEL 2,No
2507,90139585,NIVEL 3,No
2508,90139858,NIVEL 1,No
2509,90139858,NIVEL 2,No
2510,90139858,NIVEL 3,No
2511,90140096,NIVEL 1,No
2512,90140096,NIVEL 2,No
2513,90140096,NIVEL 3,No
2514,90140609,NIVEL 1,No
2515,90140609,NIVEL 2,No
2516,90140609,NIVEL 3,No
2517,90140625,NIVEL 1,No
2518,90140625,NIVEL 2,No
2519,90140625,NIVEL 3,Yes
2520,90141078,NIVEL 1,No
2521,90141078,NIVEL 2,No
2522,90141078,NIVEL 3,No
2523,90141144,NIVEL 1,No
2524,90141144,NIVEL 2,No
2525,90141144,NIVEL 3,No
2526,90141425,NIVEL 1,No
2527,90141425,NIVEL 2,No
2528,90141425,NIVEL 3,No
2529,90141540,NIVEL 1,No
2530,90141540,NIVEL 2,No
2531,90141540,NIVEL 3,No
2532,90141912,NIVEL 1,Yes
2533,90141912,NIVEL 2,Yes
2534,90141912,NIVEL 3,Yes
2535,90142381,NIVEL 1,No
2536,90142381,NIVEL 2,No
2537,90142381,NIVEL 3,No
2538,90142571,NIVEL 1,Yes
2539,90142571,NIVEL 2,Yes
2540,90142571,NIVEL 3,Yes
2541,90142928,NIVEL 1,Yes
2542,90142928,NIVEL 2,Yes
2543,90142928,NIVEL 3,Yes
2544,90143017,NIVEL 1,Yes
2545,90143017,NIVEL 2,Yes
2546,90143017,NIVEL 3,Yes
2547,90143025,NIVEL 1,Yes
2548,90143025,NIVEL 2,Yes
2549,90143025,NIVEL 3,Yes
2550,90143090,NIVEL 1,Yes
2551,90143090,NIVEL 2,Yes
2552,90143090,NIVEL 3,Yes
2553,90143215,NIVEL 1,No
2554,90143215,NIVEL 2,No
2555,90143215,NIVEL 3,No
2556,90143819,NIVEL 1,Yes
2557,90143819,NIVEL 2,Yes
2558,90143819,NIVEL 3,Yes
2559,90143850,NIVEL 1,No
2560,90143850,NIVEL 2,No
2561,90143850,NIVEL 3,No
2562,90144494,NIVEL 1,No
2563,90144494,NIVEL 2,No
2564,90144494,NIVEL 3,No
2565,90144577,NIVEL 1,No
2566,90144577,NIVEL 2,No
2567,90144577,NIVEL 3,No
2568,90146028,NIVEL 1,Yes
2569,90146028,NIVEL 2,Yes
2570,90146028,NIVEL 3,Yes
2571,90146457,NIVEL 1,Yes
2572,90146457,NIVEL 2,Yes
2573,90146457,NIVEL 3,Yes
2574,90146846,NIVEL 1,No
2575,90146846,NIVEL 2,No
2576,90146846,NIVEL 3,No
2577,90147158,NIVEL 1,No
2578,90147158,NIVEL 2,No
2579,90147158,NIVEL 3,No
2580,90147174,NIVEL 1,No
2581,90147174,NIVEL 2,No
2582,90147174,NIVEL 3,No
2583,90147661,NIVEL 1,Yes
2584,90147661,NIVEL 2,Yes
2585,90147661,NIVEL 3,Yes
2586,90148289,NIVEL 1,No
2587,90148289,NIVEL 2,No
2588,90148289,NIVEL 3,No
2589,90148438,NIVEL 1,Yes
2590,90148438,NIVEL 2,Yes
2591,90148438,NIVEL 3,Yes
2592,90148511,NIVEL 1,Yes
2593,90148511,NIVEL 2,Yes
2594,90148511,NIVEL 3,Yes
2595,90149352,NIVEL 1,No
2596,90149352,NIVEL 2,No
2597,90149352,NIVEL 3,No
2598,90149428,NIVEL 1,Yes
2599,90149428,NIVEL 2,Yes
2600,90149428,NIVEL 3,Yes
2601,90150160,NIVEL 1,Yes
2602,90150160,NIVEL 2,Yes
2603,90150160,NIVEL 3,Yes
2604,90150194,NIVEL 1,No
2605,90150194,NIVEL 2,No
2606,90150194,NIVEL 3,No
2607,90150822,NIVEL 1,Yes
2608,90150822,NIVEL 2,Yes
2609,90150822,NIVEL 3,Yes
2610,90150970,NIVEL 1,No
2611,90150970,NIVEL 2,No
2612,90150970,NIVEL 3,No
2613,90151085,NIVEL 1,No
2614,90151085,NIVEL 2,No
2615,90151085,NIVEL 3,No
2616,90151184,NIVEL 1,No
2617,90151184,NIVEL 2,No
2618,90151184,NIVEL 3,No
2619,90151358,NIVEL 1,Yes
2620,90151358,NIVEL 2,Yes
2621,90151358,NIVEL 3,Yes
2622,90151366,NIVEL 1,Yes
2623,90151366,NIVEL 2,Yes
2624,90151366,NIVEL 3,Yes
2625,90151465,NIVEL 1,No
2626,90151465,NIVEL 2,No
2627,90151465,NIVEL 3,No
2628,90151655,NIVEL 1,Yes
2629,90151655,NIVEL 2,Yes
2630,90151655,NIVEL 3,Yes
2631,90151762,NIVEL 1,Yes
2632,90151762,NIVEL 2,Yes
2633,90151762,NIVEL 3,Yes
2634,90151820,NIVEL 1,No
2635,90151820,NIVEL 2,No
2636,90151820,NIVEL 3,No
2637,90151838,NIVEL 1,No
2638,90151838,NIVEL 2,No
2639,90151838,NIVEL 3,No
2640,90151846,NIVEL 1,No
2641,90151846,NIVEL 2,No
2642,90151846,NIVEL 3,No
2643,90152083,NIVEL 1,Yes
2644,90152083,NIVEL 2,Yes
2645,90152083,NIVEL 3,Yes
2646,90152497,NIVEL 1,No
2647,90152497,NIVEL 2,No
2648,90152497,NIVEL 3,No
2649,90153891,NIVEL 1,Yes
2650,90153891,NIVEL 2,Yes
2651,90153891,NIVEL 3,Yes
2652,90154642,NIVEL 1,No
2653,90154642,NIVEL 2,No
2654,90154642,NIVEL 3,No
2655,90155607,NIVEL 1,No
2656,90155607,NIVEL 2,No
2657,90155607,NIVEL 3,No
2658,90155912,NIVEL 1,Yes
2659,90155912,NIVEL 2,Yes
2660,90155912,NIVEL 3,Yes
2661,90155920,NIVEL 1,No
2662,90155920,NIVEL 2,No
2663,90155920,NIVEL 3,No
2664,90157165,NIVEL 1,No
2665,90157165,NIVEL 2,No
2666,90157165,NIVEL 3,No
2667,90157280,NIVEL 1,Yes
2668,90157280,NIVEL 2,Yes
2669,90157280,NIVEL 3,Yes
2670,90158114,NIVEL 1,Yes
2671,90158114,NIVEL 2,Yes
2672,90158114,NIVEL 3,Yes
2673,90158346,NIVEL 1,No
2674,90158346,NIVEL 2,No
2675,90158346,NIVEL 3,No
2676,90159666,NIVEL 1,No
2677,90159666,NIVEL 2,Yes
2678,90159666,NIVEL 3,Yes
2679,90159898,NIVEL 1,No
2680,90159898,NIVEL 2,No
2681,90159898,NIVEL 3,No
2682,90160920,NIVEL 1,Yes
2683,90160920,NIVEL 2,Yes
2684,90160920,NIVEL 3,Yes
2685,90160961,NIVEL 1,No
2686,90160961,NIVEL 2,No
2687,90160961,NIVEL 3,No
2688,90161266,NIVEL 1,Yes
2689,90161266,NIVEL 2,Yes
2690,90161266,NIVEL 3,Yes
2691,90161688,NIVEL 1,No
2692,90161688,NIVEL 2,No
2693,90161688,NIVEL 3,No
2694,90161712,NIVEL 1,No
2695,90161712,NIVEL 2,No
2696,90161712,NIVEL 3,No
2697,90161860,NIVEL 1,No
