id,ID_CLIENTE,NIVEL,MEJOR_RENDIMIENTO
41909,92685387,NIVEL 3,No
41910,92685429,NIVEL 1,Yes
41911,92685429,NIVEL 2,Yes
41912,92685429,NIVEL 3,Yes
41913,92685593,NIVEL 1,Yes
41914,92685593,NIVEL 2,Yes
41915,92685593,NIVEL 3,Yes
41916,92685619,NIVEL 1,Yes
41917,92685619,NIVEL 2,Yes
41918,92685619,NIVEL 3,Yes
41919,92685718,NIVEL 1,Yes
41920,92685718,NIVEL 2,Yes
41921,92685718,NIVEL 3,Yes
41922,92685759,NIVEL 1,Yes
41923,92685759,NIVEL 2,Yes
41924,92685759,NIVEL 3,Yes
41925,92685817,NIVEL 1,Yes
41926,92685817,NIVEL 2,Yes
41927,92685817,NIVEL 3,Yes
41928,92685908,NIVEL 1,Yes
41929,92685908,NIVEL 2,Yes
41930,92685908,NIVEL 3,Yes
41931,92686039,NIVEL 1,Yes
41932,92686039,NIVEL 2,Yes
41933,92686039,NIVEL 3,Yes
41934,92686427,NIVEL 1,Yes
41935,92686427,NIVEL 2,Yes
41936,92686427,NIVEL 3,Yes
41937,92686476,NIVEL 1,No
41938,92686476,NIVEL 2,No
41939,92686476,NIVEL 3,No
41940,92686633,NIVEL 1,Yes
41941,92686633,NIVEL 2,Yes
41942,92686633,NIVEL 3,Yes
41943,92687003,NIVEL 1,Yes
41944,92687003,NIVEL 2,Yes
41945,92687003,NIVEL 3,Yes
41946,92687532,NIVEL 1,Yes
41947,92687532,NIVEL 2,Yes
41948,92687532,NIVEL 3,Yes
41949,92687656,NIVEL 1,Yes
41950,92687656,NIVEL 2,Yes
41951,92687656,NIVEL 3,Yes
41952,92687920,NIVEL 1,No
41953,92687920,NIVEL 2,No
41954,92687920,NIVEL 3,No
41955,92688837,NIVEL 1,No
41956,92688837,NIVEL 2,No
41957,92688837,NIVEL 3,No
41958,92689033,NIVEL 1,Yes
41959,92689033,NIVEL 2,Yes
41960,92689033,NIVEL 3,Yes
41961,92689116,NIVEL 1,Yes
41962,92689116,NIVEL 2,Yes
41963,92689116,NIVEL 3,Yes
41964,92689157,NIVEL 1,No
41965,92689157,NIVEL 2,No
41966,92689157,NIVEL 3,No
41967,92689249,NIVEL 1,No
41968,92689249,NIVEL 2,No
41969,92689249,NIVEL 3,No
41970,92689280,NIVEL 1,No
41971,92689280,NIVEL 2,No
41972,92689280,NIVEL 3,No
41973,92689322,NIVEL 1,Yes
41974,92689322,NIVEL 2,Yes
41975,92689322,NIVEL 3,Yes
41976,92689561,NIVEL 1,Yes
41977,92689561,NIVEL 2,Yes
41978,92689561,NIVEL 3,Yes
41979,92689736,NIVEL 1,Yes
41980,92689736,NIVEL 2,Yes
41981,92689736,NIVEL 3,Yes
41982,92689801,NIVEL 1,Yes
41983,92689801,NIVEL 2,Yes
41984,92689801,NIVEL 3,Yes
41985,92689959,NIVEL 1,Yes
41986,92689959,NIVEL 2,Yes
41987,92689959,NIVEL 3,Yes
41988,92689991,NIVEL 1,Yes
41989,92689991,NIVEL 2,Yes
41990,92689991,NIVEL 3,Yes
41991,92690379,NIVEL 1,Yes
41992,92690379,NIVEL 2,Yes
41993,92690379,NIVEL 3,Yes
41994,92690726,NIVEL 1,Yes
41995,92690726,NIVEL 2,Yes
41996,92690726,NIVEL 3,Yes
41997,92690767,NIVEL 1,No
41998,92690767,NIVEL 2,No
41999,92690767,NIVEL 3,No
42000,92690940,NIVEL 1,No
42001,92690940,NIVEL 2,No
42002,92690940,NIVEL 3,No
42003,92691468,NIVEL 1,Yes
42004,92691468,NIVEL 2,Yes
42005,92691468,NIVEL 3,Yes
42006,92691583,NIVEL 1,No
42007,92691583,NIVEL 2,No
42008,92691583,NIVEL 3,No
42009,92691625,NIVEL 1,Yes
42010,92691625,NIVEL 2,Yes
42011,92691625,NIVEL 3,Yes
42012,92691674,NIVEL 1,No
42013,92691674,NIVEL 2,No
42014,92691674,NIVEL 3,No
42015,92691682,NIVEL 1,Yes
42016,92691682,NIVEL 2,Yes
42017,92691682,NIVEL 3,Yes
42018,92691716,NIVEL 1,Yes
42019,92691716,NIVEL 2,Yes
42020,92691716,NIVEL 3,Yes
42021,92691781,NIVEL 1,Yes
42022,92691781,NIVEL 2,Yes
42023,92691781,NIVEL 3,Yes
42024,92692201,NIVEL 1,Yes
42025,92692201,NIVEL 2,Yes
42026,92692201,NIVEL 3,Yes
42027,92692490,NIVEL 1,No
42028,92692490,NIVEL 2,No
42029,92692490,NIVEL 3,No
42030,92692599,NIVEL 1,Yes
42031,92692599,NIVEL 2,Yes
42032,92692599,NIVEL 3,Yes
42033,92692763,NIVEL 1,No
42034,92692763,NIVEL 2,No
42035,92692763,NIVEL 3,No
42036,92693134,NIVEL 1,Yes
42037,92693134,NIVEL 2,Yes
42038,92693134,NIVEL 3,Yes
42039,92693167,NIVEL 1,Yes
42040,92693167,NIVEL 2,Yes
42041,92693167,NIVEL 3,Yes
42042,92693696,NIVEL 1,Yes
42043,92693696,NIVEL 2,Yes
42044,92693696,NIVEL 3,Yes
42045,92693720,NIVEL 1,Yes
42046,92693720,NIVEL 2,Yes
42047,92693720,NIVEL 3,Yes
42048,92693829,NIVEL 1,Yes
42049,92693829,NIVEL 2,Yes
42050,92693829,NIVEL 3,Yes
42051,92693944,NIVEL 1,No
42052,92693944,NIVEL 2,No
42053,92693944,NIVEL 3,No
42054,92693969,NIVEL 1,No
42055,92693969,NIVEL 2,No
42056,92693969,NIVEL 3,No
42057,92694116,NIVEL 1,Yes
42058,92694116,NIVEL 2,Yes
42059,92694116,NIVEL 3,Yes
42060,92694298,NIVEL 1,Yes
42061,92694298,NIVEL 2,Yes
42062,92694298,NIVEL 3,Yes
42063,92694629,NIVEL 1,No
42064,92694629,NIVEL 2,No
42065,92694629,NIVEL 3,No
42066,92694876,NIVEL 1,No
42067,92694876,NIVEL 2,No
42068,92694876,NIVEL 3,No
42069,92694892,NIVEL 1,No
42070,92694892,NIVEL 2,No
42071,92694892,NIVEL 3,No
42072,92695295,NIVEL 1,Yes
42073,92695295,NIVEL 2,Yes
42074,92695295,NIVEL 3,Yes
42075,92695311,NIVEL 1,Yes
42076,92695311,NIVEL 2,Yes
42077,92695311,NIVEL 3,Yes
42078,92695782,NIVEL 1,Yes
42079,92695782,NIVEL 2,Yes
42080,92695782,NIVEL 3,Yes
42081,92695907,NIVEL 1,Yes
42082,92695907,NIVEL 2,Yes
42083,92695907,NIVEL 3,Yes
42084,92696178,NIVEL 1,Yes
42085,92696178,NIVEL 2,Yes
42086,92696178,NIVEL 3,Yes
42087,92696186,NIVEL 1,Yes
42088,92696186,NIVEL 2,Yes
42089,92696186,NIVEL 3,Yes
42090,92696749,NIVEL 1,Yes
42091,92696749,NIVEL 2,Yes
42092,92696749,NIVEL 3,Yes
42093,92696806,NIVEL 1,Yes
42094,92696806,NIVEL 2,Yes
42095,92696806,NIVEL 3,Yes
42096,92696848,NIVEL 1,No
42097,92696848,NIVEL 2,No
42098,92696848,NIVEL 3,No
42099,92697192,NIVEL 1,Yes
42100,92697192,NIVEL 2,Yes
42101,92697192,NIVEL 3,Yes
42102,92697390,NIVEL 1,No
42103,92697390,NIVEL 2,No
42104,92697390,NIVEL 3,No
42105,92697515,NIVEL 1,Yes
42106,92697515,NIVEL 2,Yes
42107,92697515,NIVEL 3,Yes
42108,92697580,NIVEL 1,No
42109,92697580,NIVEL 2,No
42110,92697580,NIVEL 3,No
42111,92697697,NIVEL 1,Yes
42112,92697697,NIVEL 2,Yes
42113,92697697,NIVEL 3,Yes
42114,92697804,NIVEL 1,Yes
42115,92697804,NIVEL 2,Yes
42116,92697804,NIVEL 3,Yes
42117,92697846,NIVEL 1,Yes
42118,92697846,NIVEL 2,Yes
42119,92697846,NIVEL 3,Yes
42120,92697960,NIVEL 1,Yes
42121,92697960,NIVEL 2,Yes
42122,92697960,NIVEL 3,Yes
42123,92698265,NIVEL 1,Yes
42124,92698265,NIVEL 2,Yes
42125,92698265,NIVEL 3,Yes
42126,92698273,NIVEL 1,Yes
42127,92698273,NIVEL 2,Yes
42128,92698273,NIVEL 3,Yes
42129,92698414,NIVEL 1,No
42130,92698414,NIVEL 2,No
42131,92698414,NIVEL 3,No
42132,92698497,NIVEL 1,Yes
42133,92698497,NIVEL 2,Yes
42134,92698497,NIVEL 3,Yes
42135,92698596,NIVEL 1,Yes
42136,92698596,NIVEL 2,Yes
42137,92698596,NIVEL 3,Yes
42138,92699008,NIVEL 1,Yes
42139,92699008,NIVEL 2,Yes
42140,92699008,NIVEL 3,Yes
42141,92699107,NIVEL 1,Yes
42142,92699107,NIVEL 2,Yes
42143,92699107,NIVEL 3,Yes
42144,92699222,NIVEL 1,Yes
42145,92699222,NIVEL 2,Yes
42146,92699222,NIVEL 3,Yes
42147,92699347,NIVEL 1,Yes
42148,92699347,NIVEL 2,Yes
42149,92699347,NIVEL 3,Yes
42150,92699396,NIVEL 1,Yes
42151,92699396,NIVEL 2,Yes
42152,92699396,NIVEL 3,Yes
42153,92699412,NIVEL 1,Yes
42154,92699412,NIVEL 2,Yes
42155,92699412,NIVEL 3,Yes
42156,92699495,NIVEL 1,Yes
42157,92699495,NIVEL 2,Yes
42158,92699495,NIVEL 3,Yes
42159,92699545,NIVEL 1,Yes
42160,92699545,NIVEL 2,Yes
42161,92699545,NIVEL 3,Yes
42162,92699644,NIVEL 1,No
42163,92699644,NIVEL 2,No
42164,92699644,NIVEL 3,No
42165,92699842,NIVEL 1,Yes
42166,92699842,NIVEL 2,Yes
42167,92699842,NIVEL 3,Yes
42168,92699859,NIVEL 1,Yes
42169,92699859,NIVEL 2,Yes
42170,92699859,NIVEL 3,Yes
42171,92700376,NIVEL 1,Yes
42172,92700376,NIVEL 2,Yes
42173,92700376,NIVEL 3,Yes
42174,92700582,NIVEL 1,Yes
42175,92700582,NIVEL 2,Yes
42176,92700582,NIVEL 3,Yes
42177,92700996,NIVEL 1,No
42178,92700996,NIVEL 2,No
42179,92700996,NIVEL 3,Yes
42180,92701051,NIVEL 1,Yes
42181,92701051,NIVEL 2,Yes
42182,92701051,NIVEL 3,Yes
42183,92701325,NIVEL 1,Yes
42184,92701325,NIVEL 2,Yes
42185,92701325,NIVEL 3,Yes
42186,92701564,NIVEL 1,Yes
42187,92701564,NIVEL 2,Yes
42188,92701564,NIVEL 3,Yes
42189,92702059,NIVEL 1,Yes
42190,92702059,NIVEL 2,Yes
42191,92702059,NIVEL 3,Yes
42192,92702133,NIVEL 1,Yes
42193,92702133,NIVEL 2,Yes
42194,92702133,NIVEL 3,Yes
42195,92702141,NIVEL 1,No
42196,92702141,NIVEL 2,No
42197,92702141,NIVEL 3,No
42198,92702158,NIVEL 1,Yes
42199,92702158,NIVEL 2,Yes
42200,92702158,NIVEL 3,Yes
42201,92702364,NIVEL 1,Yes
42202,92702364,NIVEL 2,Yes
42203,92702364,NIVEL 3,Yes
42204,92702463,NIVEL 1,Yes
42205,92702463,NIVEL 2,Yes
42206,92702463,NIVEL 3,Yes
42207,92702505,NIVEL 1,Yes
42208,92702505,NIVEL 2,Yes
42209,92702505,NIVEL 3,Yes
42210,92702745,NIVEL 1,Yes
42211,92702745,NIVEL 2,Yes
42212,92702745,NIVEL 3,Yes
42213,92702885,NIVEL 1,Yes
42214,92702885,NIVEL 2,Yes
42215,92702885,NIVEL 3,Yes
42216,92702992,NIVEL 1,Yes
42217,92702992,NIVEL 2,Yes
42218,92702992,NIVEL 3,Yes
42219,92703024,NIVEL 1,Yes
42220,92703024,NIVEL 2,Yes
42221,92703024,NIVEL 3,Yes
42222,92703198,NIVEL 1,Yes
42223,92703198,NIVEL 2,Yes
42224,92703198,NIVEL 3,Yes
42225,92703354,NIVEL 1,No
42226,92703354,NIVEL 2,No
42227,92703354,NIVEL 3,No
42228,92703834,NIVEL 1,Yes
42229,92703834,NIVEL 2,Yes
42230,92703834,NIVEL 3,Yes
42231,92703933,NIVEL 1,No
42232,92703933,NIVEL 2,No
42233,92703933,NIVEL 3,No
42234,92704170,NIVEL 1,No
42235,92704170,NIVEL 2,No
42236,92704170,NIVEL 3,No
42237,92704246,NIVEL 1,Yes
42238,92704246,NIVEL 2,Yes
42239,92704246,NIVEL 3,Yes
42240,92704287,NIVEL 1,Yes
42241,92704287,NIVEL 2,Yes
42242,92704287,NIVEL 3,Yes
42243,92705151,NIVEL 1,No
42244,92705151,NIVEL 2,No
42245,92705151,NIVEL 3,No
42246,92705201,NIVEL 1,Yes
42247,92705201,NIVEL 2,Yes
42248,92705201,NIVEL 3,Yes
42249,92705482,NIVEL 1,Yes
42250,92705482,NIVEL 2,Yes
42251,92705482,NIVEL 3,Yes
42252,92705557,NIVEL 1,Yes
42253,92705557,NIVEL 2,Yes
42254,92705557,NIVEL 3,Yes
42255,92706092,NIVEL 1,No
42256,92706092,NIVEL 2,No
42257,92706092,NIVEL 3,No
42258,92706357,NIVEL 1,No
42259,92706357,NIVEL 2,No
42260,92706357,NIVEL 3,No
42261,92706381,NIVEL 1,Yes
42262,92706381,NIVEL 2,Yes
42263,92706381,NIVEL 3,Yes
42264,92706506,NIVEL 1,Yes
42265,92706506,NIVEL 2,Yes
42266,92706506,NIVEL 3,Yes
42267,92706985,NIVEL 1,No
42268,92706985,NIVEL 2,No
42269,92706985,NIVEL 3,No
42270,92707090,NIVEL 1,Yes
42271,92707090,NIVEL 2,Yes
42272,92707090,NIVEL 3,Yes
42273,92707512,NIVEL 1,Yes
42274,92707512,NIVEL 2,Yes
42275,92707512,NIVEL 3,Yes
42276,92708098,NIVEL 1,No
42277,92708098,NIVEL 2,No
42278,92708098,NIVEL 3,No
42279,92708577,NIVEL 1,Yes
42280,92708577,NIVEL 2,Yes
42281,92708577,NIVEL 3,Yes
42282,92708775,NIVEL 1,Yes
42283,92708775,NIVEL 2,Yes
42284,92708775,NIVEL 3,Yes
42285,92708890,NIVEL 1,Yes
42286,92708890,NIVEL 2,Yes
42287,92708890,NIVEL 3,Yes
42288,92709013,NIVEL 1,Yes
42289,92709013,NIVEL 2,Yes
42290,92709013,NIVEL 3,Yes
42291,92709112,NIVEL 1,No
42292,92709112,NIVEL 2,No
42293,92709112,NIVEL 3,No
42294,92709203,NIVEL 1,Yes
42295,92709203,NIVEL 2,Yes
42296,92709203,NIVEL 3,Yes
42297,92709369,NIVEL 1,Yes
42298,92709369,NIVEL 2,Yes
42299,92709369,NIVEL 3,Yes
42300,92709476,NIVEL 1,No
42301,92709476,NIVEL 2,No
42302,92709476,NIVEL 3,No
42303,92709583,NIVEL 1,No
42304,92709583,NIVEL 2,No
42305,92709583,NIVEL 3,No
42306,92709625,NIVEL 1,No
42307,92709625,NIVEL 2,No
42308,92709625,NIVEL 3,No
42309,92709633,NIVEL 1,No
42310,92709633,NIVEL 2,No
42311,92709633,NIVEL 3,No
42312,92709716,NIVEL 1,No
42313,92709716,NIVEL 2,No
42314,92709716,NIVEL 3,No
42315,92709831,NIVEL 1,Yes
42316,92709831,NIVEL 2,Yes
42317,92709831,NIVEL 3,Yes
42318,92710151,NIVEL 1,Yes
42319,92710151,NIVEL 2,Yes
42320,92710151,NIVEL 3,Yes
42321,92710318,NIVEL 1,Yes
42322,92710318,NIVEL 2,Yes
42323,92710318,NIVEL 3,Yes
42324,92710516,NIVEL 1,Yes
42325,92710516,NIVEL 2,Yes
42326,92710516,NIVEL 3,Yes
42327,92710581,NIVEL 1,Yes
42328,92710581,NIVEL 2,Yes
42329,92710581,NIVEL 3,Yes
42330,92711191,NIVEL 1,Yes
42331,92711191,NIVEL 2,Yes
42332,92711191,NIVEL 3,Yes
42333,92711324,NIVEL 1,Yes
42334,92711324,NIVEL 2,Yes
42335,92711324,NIVEL 3,Yes
42336,92711464,NIVEL 1,No
42337,92711464,NIVEL 2,No
42338,92711464,NIVEL 3,No
42339,92711498,NIVEL 1,No
42340,92711498,NIVEL 2,No
42341,92711498,NIVEL 3,No
42342,92711639,NIVEL 1,Yes
42343,92711639,NIVEL 2,Yes
42344,92711639,NIVEL 3,Yes
42345,92711696,NIVEL 1,Yes
42346,92711696,NIVEL 2,Yes
42347,92711696,NIVEL 3,Yes
42348,92712058,NIVEL 1,Yes
42349,92712058,NIVEL 2,Yes
42350,92712058,NIVEL 3,Yes
42351,92712090,NIVEL 1,No
42352,92712090,NIVEL 2,No
42353,92712090,NIVEL 3,No
42354,92712199,NIVEL 1,Yes
42355,92712199,NIVEL 2,Yes
42356,92712199,NIVEL 3,Yes
42357,92712314,NIVEL 1,No
42358,92712314,NIVEL 2,No
42359,92712314,NIVEL 3,No
42360,92712371,NIVEL 1,Yes
42361,92712371,NIVEL 2,Yes
42362,92712371,NIVEL 3,Yes
42363,92712454,NIVEL 1,Yes
42364,92712454,NIVEL 2,Yes
42365,92712454,NIVEL 3,Yes
42366,92712488,NIVEL 1,Yes
42367,92712488,NIVEL 2,Yes
42368,92712488,NIVEL 3,Yes
42369,92712629,NIVEL 1,Yes
42370,92712629,NIVEL 2,Yes
42371,92712629,NIVEL 3,Yes
42372,92712769,NIVEL 1,Yes
42373,92712769,NIVEL 2,Yes
42374,92712769,NIVEL 3,Yes
42375,92712975,NIVEL 1,No
42376,92712975,NIVEL 2,No
42377,92712975,NIVEL 3,No
42378,92712983,NIVEL 1,Yes
42379,92712983,NIVEL 2,Yes
42380,92712983,NIVEL 3,Yes
42381,92713015,NIVEL 1,No
42382,92713015,NIVEL 2,No
42383,92713015,NIVEL 3,No
42384,92713023,NIVEL 1,Yes
42385,92713023,NIVEL 2,Yes
42386,92713023,NIVEL 3,Yes
42387,92713064,NIVEL 1,Yes
42388,92713064,NIVEL 2,Yes
42389,92713064,NIVEL 3,Yes
42390,92713122,NIVEL 1,Yes
42391,92713122,NIVEL 2,Yes
42392,92713122,NIVEL 3,Yes
42393,92713148,NIVEL 1,Yes
42394,92713148,NIVEL 2,Yes
42395,92713148,NIVEL 3,Yes
42396,92713411,NIVEL 1,Yes
42397,92713411,NIVEL 2,Yes
42398,92713411,NIVEL 3,Yes
42399,92713494,NIVEL 1,No
42400,92713494,NIVEL 2,No
42401,92713494,NIVEL 3,No
42402,92713767,NIVEL 1,No
42403,92713767,NIVEL 2,No
42404,92713767,NIVEL 3,No
42405,92714013,NIVEL 1,Yes
42406,92714013,NIVEL 2,Yes
42407,92714013,NIVEL 3,Yes
42408,92714419,NIVEL 1,Yes
42409,92714419,NIVEL 2,Yes
42410,92714419,NIVEL 3,Yes
42411,92714559,NIVEL 1,No
42412,92714559,NIVEL 2,Yes
42413,92714559,NIVEL 3,Yes
42414,92714658,NIVEL 1,No
42415,92714658,NIVEL 2,No
42416,92714658,NIVEL 3,No
42417,92714856,NIVEL 1,Yes
42418,92714856,NIVEL 2,Yes
42419,92714856,NIVEL 3,Yes
42420,92714914,NIVEL 1,No
42421,92714914,NIVEL 2,No
42422,92714914,NIVEL 3,No
42423,92715010,NIVEL 1,Yes
42424,92715010,NIVEL 2,Yes
42425,92715010,NIVEL 3,Yes
42426,92715168,NIVEL 1,Yes
42427,92715168,NIVEL 2,Yes
42428,92715168,NIVEL 3,Yes
42429,92716091,NIVEL 1,Yes
42430,92716091,NIVEL 2,Yes
42431,92716091,NIVEL 3,Yes
42432,92716109,NIVEL 1,Yes
42433,92716109,NIVEL 2,Yes
42434,92716109,NIVEL 3,Yes
42435,92716240,NIVEL 1,Yes
42436,92716240,NIVEL 2,Yes
42437,92716240,NIVEL 3,Yes
42438,92716638,NIVEL 1,No
42439,92716638,NIVEL 2,No
42440,92716638,NIVEL 3,No
42441,92717958,NIVEL 1,Yes
42442,92717958,NIVEL 2,Yes
42443,92717958,NIVEL 3,Yes
42444,92718311,NIVEL 1,Yes
42445,92718311,NIVEL 2,Yes
42446,92718311,NIVEL 3,Yes
42447,92718451,NIVEL 1,Yes
42448,92718451,NIVEL 2,Yes
42449,92718451,NIVEL 3,Yes
42450,92718998,NIVEL 1,Yes
42451,92718998,NIVEL 2,Yes
42452,92718998,NIVEL 3,Yes
42453,92719020,NIVEL 1,No
42454,92719020,NIVEL 2,No
42455,92719020,NIVEL 3,No
42456,92719095,NIVEL 1,Yes
42457,92719095,NIVEL 2,Yes
42458,92719095,NIVEL 3,Yes
42459,92719301,NIVEL 1,Yes
42460,92719301,NIVEL 2,Yes
42461,92719301,NIVEL 3,Yes
42462,92719566,NIVEL 1,Yes
42463,92719566,NIVEL 2,Yes
42464,92719566,NIVEL 3,Yes
42465,92719616,NIVEL 1,Yes
42466,92719616,NIVEL 2,Yes
42467,92719616,NIVEL 3,Yes
42468,92719749,NIVEL 1,Yes
42469,92719749,NIVEL 2,Yes
42470,92719749,NIVEL 3,Yes
42471,92720168,NIVEL 1,No
42472,92720168,NIVEL 2,No
42473,92720168,NIVEL 3,No
42474,92720184,NIVEL 1,Yes
42475,92720184,NIVEL 2,Yes
42476,92720184,NIVEL 3,Yes
42477,92720390,NIVEL 1,Yes
42478,92720390,NIVEL 2,Yes
42479,92720390,NIVEL 3,Yes
42480,92720424,NIVEL 1,Yes
42481,92720424,NIVEL 2,Yes
42482,92720424,NIVEL 3,Yes
42483,92720721,NIVEL 1,No
42484,92720721,NIVEL 2,No
42485,92720721,NIVEL 3,No
42486,92721026,NIVEL 1,Yes
42487,92721026,NIVEL 2,Yes
42488,92721026,NIVEL 3,Yes
42489,92721059,NIVEL 1,No
42490,92721059,NIVEL 2,No
42491,92721059,NIVEL 3,No
42492,92721133,NIVEL 1,Yes
42493,92721133,NIVEL 2,Yes
42494,92721133,NIVEL 3,Yes
42495,92721232,NIVEL 1,Yes
42496,92721232,NIVEL 2,Yes
42497,92721232,NIVEL 3,Yes
42498,92721307,NIVEL 1,Yes
42499,92721307,NIVEL 2,Yes
42500,92721307,NIVEL 3,Yes
42501,92721349,NIVEL 1,Yes
42502,92721349,NIVEL 2,Yes
42503,92721349,NIVEL 3,Yes
42504,92721752,NIVEL 1,Yes
42505,92721752,NIVEL 2,Yes
42506,92721752,NIVEL 3,Yes
42507,92721836,NIVEL 1,Yes
42508,92721836,NIVEL 2,Yes
42509,92721836,NIVEL 3,Yes
42510,92722149,NIVEL 1,Yes
42511,92722149,NIVEL 2,Yes
42512,92722149,NIVEL 3,Yes
42513,92722206,NIVEL 1,Yes
42514,92722206,NIVEL 2,Yes
42515,92722206,NIVEL 3,Yes
42516,92722537,NIVEL 1,No
42517,92722537,NIVEL 2,No
42518,92722537,NIVEL 3,No
42519,92722636,NIVEL 1,Yes
42520,92722636,NIVEL 2,Yes
42521,92722636,NIVEL 3,Yes
42522,92722701,NIVEL 1,No
42523,92722701,NIVEL 2,No
42524,92722701,NIVEL 3,No
42525,92722776,NIVEL 1,Yes
42526,92722776,NIVEL 2,Yes
42527,92722776,NIVEL 3,Yes
42528,92722891,NIVEL 1,No
42529,92722891,NIVEL 2,No
42530,92722891,NIVEL 3,No
42531,92723352,NIVEL 1,No
42532,92723352,NIVEL 2,Yes
42533,92723352,NIVEL 3,Yes
42534,92723469,NIVEL 1,Yes
42535,92723469,NIVEL 2,Yes
42536,92723469,NIVEL 3,Yes
42537,92723667,NIVEL 1,Yes
42538,92723667,NIVEL 2,Yes
42539,92723667,NIVEL 3,Yes
42540,92723683,NIVEL 1,Yes
42541,92723683,NIVEL 2,Yes
42542,92723683,NIVEL 3,Yes
42543,92724152,NIVEL 1,Yes
42544,92724152,NIVEL 2,Yes
42545,92724152,NIVEL 3,Yes
42546,92724368,NIVEL 1,No
42547,92724368,NIVEL 2,No
42548,92724368,NIVEL 3,No
42549,92724384,NIVEL 1,Yes
42550,92724384,NIVEL 2,Yes
42551,92724384,NIVEL 3,Yes
42552,92724764,NIVEL 1,No
42553,92724764,NIVEL 2,No
42554,92724764,NIVEL 3,No
42555,92724798,NIVEL 1,No
42556,92724798,NIVEL 2,No
42557,92724798,NIVEL 3,No
42558,92724939,NIVEL 1,Yes
42559,92724939,NIVEL 2,Yes
42560,92724939,NIVEL 3,Yes
42561,92724996,NIVEL 1,Yes
42562,92724996,NIVEL 2,Yes
42563,92724996,NIVEL 3,Yes
42564,92725050,NIVEL 1,No
42565,92725050,NIVEL 2,No
42566,92725050,NIVEL 3,No
42567,92725068,NIVEL 1,Yes
42568,92725068,NIVEL 2,Yes
42569,92725068,NIVEL 3,Yes
42570,92725290,NIVEL 1,Yes
42571,92725290,NIVEL 2,Yes
42572,92725290,NIVEL 3,Yes
42573,92725696,NIVEL 1,No
42574,92725696,NIVEL 2,No
42575,92725696,NIVEL 3,No
42576,92726199,NIVEL 1,Yes
42577,92726199,NIVEL 2,Yes
42578,92726199,NIVEL 3,Yes
42579,92726496,NIVEL 1,Yes
42580,92726496,NIVEL 2,Yes
42581,92726496,NIVEL 3,Yes
42582,92726561,NIVEL 1,Yes
42583,92726561,NIVEL 2,Yes
42584,92726561,NIVEL 3,Yes
42585,92726595,NIVEL 1,Yes
42586,92726595,NIVEL 2,Yes
42587,92726595,NIVEL 3,Yes
42588,92726637,NIVEL 1,Yes
42589,92726637,NIVEL 2,Yes
42590,92726637,NIVEL 3,Yes
42591,92726819,NIVEL 1,No
42592,92726819,NIVEL 2,No
42593,92726819,NIVEL 3,No
42594,92726827,NIVEL 1,No
42595,92726827,NIVEL 2,No
42596,92726827,NIVEL 3,No
42597,92726975,NIVEL 1,Yes
42598,92726975,NIVEL 2,Yes
42599,92726975,NIVEL 3,Yes
42600,92726983,NIVEL 1,Yes
42601,92726983,NIVEL 2,Yes
42602,92726983,NIVEL 3,Yes
42603,92727221,NIVEL 1,No
42604,92727221,NIVEL 2,No
42605,92727221,NIVEL 3,No
42606,92727353,NIVEL 1,No
42607,92727353,NIVEL 2,No
42608,92727353,NIVEL 3,No
42609,92727361,NIVEL 1,Yes
42610,92727361,NIVEL 2,Yes
42611,92727361,NIVEL 3,Yes
42612,92727635,NIVEL 1,Yes
42613,92727635,NIVEL 2,Yes
42614,92727635,NIVEL 3,Yes
42615,92727726,NIVEL 1,Yes
42616,92727726,NIVEL 2,Yes
42617,92727726,NIVEL 3,Yes
42618,92727833,NIVEL 1,Yes
42619,92727833,NIVEL 2,Yes
42620,92727833,NIVEL 3,Yes
42621,92728799,NIVEL 1,Yes
42622,92728799,NIVEL 2,Yes
42623,92728799,NIVEL 3,Yes
42624,92729011,NIVEL 1,Yes
42625,92729011,NIVEL 2,Yes
42626,92729011,NIVEL 3,Yes
42627,92729391,NIVEL 1,Yes
42628,92729391,NIVEL 2,Yes
42629,92729391,NIVEL 3,Yes
42630,92729722,NIVEL 1,No
42631,92729722,NIVEL 2,No
42632,92729722,NIVEL 3,No
42633,92729912,NIVEL 1,No
42634,92729912,NIVEL 2,No
42635,92729912,NIVEL 3,No
42636,92730019,NIVEL 1,Yes
42637,92730019,NIVEL 2,Yes
42638,92730019,NIVEL 3,Yes
42639,92730290,NIVEL 1,Yes
42640,92730290,NIVEL 2,Yes
42641,92730290,NIVEL 3,Yes
42642,92730340,NIVEL 1,No
42643,92730340,NIVEL 2,No
42644,92730340,NIVEL 3,No
42645,92730449,NIVEL 1,Yes
42646,92730449,NIVEL 2,Yes
42647,92730449,NIVEL 3,Yes
42648,92730571,NIVEL 1,No
42649,92730571,NIVEL 2,No
42650,92730571,NIVEL 3,No
42651,92730647,NIVEL 1,Yes
42652,92730647,NIVEL 2,Yes
42653,92730647,NIVEL 3,Yes
42654,92730811,NIVEL 1,No
42655,92730811,NIVEL 2,No
42656,92730811,NIVEL 3,No
42657,92730886,NIVEL 1,Yes
42658,92730886,NIVEL 2,Yes
42659,92730886,NIVEL 3,Yes
42660,92731181,NIVEL 1,No
42661,92731181,NIVEL 2,No
42662,92731181,NIVEL 3,No
42663,92731397,NIVEL 1,Yes
42664,92731397,NIVEL 2,Yes
42665,92731397,NIVEL 3,Yes
