Fecha,Emisora,Serie,Precio
20170818,ACTIMED,B-2,4.586824
20170818,ACTIREN,B-2,7.655099000000001
20170818,ALTERNA,B-2,3.4636989999999996
20170822,ACTIREN,B-2,7.658073
20170822,ALTERNA,B-2,3.4662349999999997
20170830,ACTICOB,B-2,22.949502
20170830,ACTIGOB,B-2,4.104948
20170830,ACTIMED,B-2,4.596413
20170830,ACTIREN,B-2,7.663225
20170830,ALTERNA,B-2,3.4707730000000003
20170912,ACTICOB,B-2,22.715267
20170912,ACTIGOB,B-2,4.11212
20170912,ACTIMED,B-2,4.606202
20170912,ACTIREN,B-2,7.671144
20170912,ALTERNA,B-2,3.47844
20170918,ACTICOB,B-2,22.71511
20170918,ACTIGOB,B-2,4.115328
20170918,ACTIMED,B-2,4.610576
20170918,ACTIREN,B-2,7.674905
20170918,ALTERNA,B-2,3.480949
20170919,ACTICOB,B-2,22.853135
20170919,ACTIGOB,B-2,4.115907
20170919,ACTIMED,B-2,4.611385
20170919,ACTIREN,B-2,7.675447999999999
20170919,ALTERNA,B-2,3.481498
20170925,ACTICOB,B-2,22.815726
20170925,ACTIGOB,B-2,4.118875
20170925,ACTIMED,B-2,4.615865
20170925,ACTIREN,B-2,7.678802
20170925,ALTERNA,B-2,3.4837519999999995
20170930,ACTICOB,B-2,23.382469
20170616,ACTICOB,B-2,23.169855
20170616,ACTIGOB,B-2,4.065367
20170616,ACTIMED,B-2,4.535359
20170616,ACTIREN,B-2,7.600741
20170616,ALTERNA,B-2,3.427084
20170704,ACTICOB,B-2,23.314317000000003
20170704,ACTIGOB,B-2,4.074164
20170704,ACTIMED,B-2,4.550530999999999
20170704,ACTIREN,B-2,7.616292999999999
20170704,ALTERNA,B-2,3.438182
20170707,ACTICOB,B-2,23.437531
20170707,ACTIGOB,B-2,4.075866
20170707,ACTIMED,B-2,4.552816
20170707,ACTIREN,B-2,7.618702000000001
20170707,ALTERNA,B-2,3.4402
20170711,ACTICOB,B-2,23.043876
20170711,ACTIGOB,B-2,4.078016000000001
20170711,ACTIMED,B-2,4.555182
20170711,ACTIREN,B-2,7.62208
20170711,ALTERNA,B-2,3.4419440000000003
20170712,ACTICOB,B-2,22.996019
