Date,Adj Close
20161201,3.98244
20161216,3.988333
20170103,3.994667
20170120,3.999699
20170123,4.001017
20170126,4.002347
20170131,4.004368
20170209,4.008659
20170214,4.01043
20170302,4.0172690000000015
20170307,4.019431
20170310,4.020809
20170324,4.027088
20170327,4.028446
20170419,4.039048
20170504,4.045079
20161206,3.984502
20161214,3.987855
20161223,3.990613
20161226,3.991806
20161228,3.992336
20170102,3.994259
20170106,3.994797
20170109,3.995922
20170111,3.996285
20170112,3.996368
20170116,3.998305
20170125,4.002021
20170127,4.002744
20170207,4.007577
20170213,4.00995
20170222,4.013776999999998
20170308,4.019885
20170314,4.022549
20170321,4.025608
20170329,4.029162
20170510,4.047536
20170517,4.051189
20170526,4.054217
20170615,4.064373000000002
20170705,4.074736
20170706,4.075158
20170710,4.077428
20170725,4.085503
20170814,4.095996
20170815,4.096545
20170817,4.097676
20170818,4.098305
20170830,4.104948
20170912,4.11212
20170918,4.115328
20170919,4.115907
20170925,4.118875
20170616,4.065367
20170704,4.074164
20170707,4.075866
20170711,4.078016000000001
20170712,4.078563
20170714,4.079694
20170824,4.10134
20170828,4.103612
20170915,4.113797
20170920,4.1163919999999985
20171010,4.126798
20171019,4.131511
20171024,4.134418
20171101,4.138577
20171113,4.145071
20171116,4.146446
20171129,4.155018
20171207,4.1583440000000005
20171228,4.1692269999999985
20180123,4.184972
20180125,4.186207
20180126,4.186905
20180129,4.188663
20180212,4.196746
20180214,4.19797
20180215,4.198527
20180223,4.203668
20180305,4.209903
20180529,4.2625769999999985
20180530,4.263185
20180531,4.26388
20180611,4.270697
20180615,4.2727260000000005
20180723,4.298291000000001
20161207,3.98504
20161208,3.98558
20161215,3.988187
20161219,3.989303
20161230,3.992985
20170113,3.996877
20170201,4.00479
20170203,4.005546
20170210,4.008923
20170227,4.016244
20170303,4.017652
20170306,4.01896
20170405,4.032365
20170412,4.0354800000000015
20170420,4.039439
20170509,4.047243
20170511,4.047725
20170512,4.048439
20170516,4.050599
20170530,4.056142
20170608,4.06083
20170609,4.0614
20170612,4.062918
20170622,4.067864
20170726,4.085861
20170801,4.088945
20170807,4.092183
20170907,4.109451
20171017,4.130505
20171026,4.135361
20171117,4.147222
20171122,4.150429
20171127,4.153748
20171222,4.165931
20180105,4.174543
20180111,4.1774330000000015
20180112,4.177919
20180130,4.189252
20180226,4.205529
20180228,4.206773
20180309,4.212313
20180327,4.2232699999999985
20180328,4.223883
20180403,4.227617
20180416,4.235767
20180424,4.240826
20180426,4.2419910000000005
20180518,4.255449
20180521,4.257275
20180525,4.260004
20180528,4.262028
20180612,4.271148
20180613,4.271561
20180618,4.274591
20180619,4.275458
20180705,4.286164
20180710,4.289186
20180718,4.294405
20180724,4.298868
20180801,4.304002
20180803,4.306011
20180807,4.308781
20180822,4.3182550000000015
20180829,4.323127
20180905,4.325735
20180917,4.33372
20180918,4.334042
20180925,4.339048
20181005,4.346153
20181017,4.353532
20181022,4.354377
20181029,4.356537
20181101,4.354323
20181106,4.358735
20181107,4.359789
20181211,4.380797
20181226,4.394258
20161209,3.985993
20161220,3.989649
20170104,3.994534
20170110,3.996149
20170117,3.998732
20170118,3.999037
20170215,4.010903
20170331,4.030039
20170403,4.031482
20170404,4.031987
20170410,4.034836
20170427,4.041403
20170428,4.042209
20170502,4.044117
20170503,4.0446300000000015
20170505,4.045235
20170518,4.05195
20170529,4.0557120000000015
20170607,4.060281
20170613,4.063348
20170623,4.068364
20170626,4.069936
20170627,4.070494
20170629,4.071582
20170802,4.089432
20170803,4.089999
20170809,4.093213
20170829,4.104256
20170831,4.1055160000000015
20170901,4.10606
20170930,4.121322
20171003,4.1234160000000015
20171004,4.123837
20171012,4.127936
20171013,4.128409
20171027,4.1358120000000005
20171030,4.137622
20171106,4.1413160000000016
20171109,4.1429019999999985
20171130,4.15549
20171204,4.157489
20171220,4.1650839999999985
20171227,4.16836
20180118,4.181922
20180124,4.185701
20180131,4.189806
20180222,4.202905
20180312,4.2140900000000014
20180316,4.216709
20180322,4.220344
20180418,4.237044
20180427,4.24267
20180502,4.245843
20180510,4.250503
20180514,4.253199
20180517,4.254705
20180523,4.2585440000000006
20180607,4.268228
20180630,4.282533
20180702,4.2843
20180703,4.284839
20180725,4.299196
20180802,4.304659
20180809,4.3100559999999986
20180820,4.316343
20180827,4.32193
20180828,4.3229690000000005
20180830,4.323501
20180831,4.323889
20180904,4.3263370000000005
20180910,4.328879
20180912,4.329468
20180921,4.335829
20181009,4.347596
20181011,4.34848
20181114,4.363383
20181116,4.3647480000000005
20181121,4.368363
20181213,4.382477
20181217,4.386554
20181219,4.389112
20181221,4.390789
20190107,4.402764
20190109,4.403324
20190124,4.414039
20190221,4.432858
20190301,4.437922
20190321,4.4510000000000005
20190322,4.451734
20190412,4.4655
20190510,4.48377
20190514,4.486381
20190517,4.488392
20190522,4.4917120000000015
20190605,4.500979
20190612,4.505791
20190618,4.51005
20190626,4.5153360000000005
20190722,4.532515
20190725,4.534592
20190730,4.53789
20190814,4.5477940000000014
20190828,4.55704
20190924,4.57452
20190930,4.577785
20191011,4.585724
20191016,4.5887660000000015
20191017,4.5892610000000005
20161202,3.982666000000001
20161213,3.987422
20161231,3.992985
20170130,4.0041720000000005
20170202,4.005135
20170220,4.013079
20170223,4.014272
20170315,4.0229230000000005
20170330,4.0295830000000015
20170407,4.033382
20170411,4.035258
20170418,4.03849
20170424,4.041105
20170525,4.05368
20170531,4.056447
20170606,4.059754
20170614,4.063777
20170619,4.06635
20170620,4.0668989999999985
20170630,4.072066
20170721,4.083351
20170728,4.086922
20170808,4.092701
20170811,4.094317
20170821,4.099872
20170825,4.101973
20170904,4.1077080000000015
20170905,4.108237
20170906,4.10877
20170908,4.109963
20170911,4.111579
20170922,4.117607
20170928,4.120703
20171005,4.124348
20171006,4.12486
20171103,4.13975
20171123,4.151283
20171128,4.154619
20171205,4.1578620000000015
20171208,4.159263
20171213,4.161942
20171221,4.165727
20180103,4.173318
20180104,4.174097
20180219,4.20102
20180307,4.211061
20180405,4.228978
20180409,4.231433
20180410,4.232062
20180419,4.237756
20180425,4.241332
20180430,4.244608
20180503,4.246451
20180507,4.248886
20180522,4.25781
20180601,4.26451
20180604,4.266441
20180605,4.266964
20180608,4.268789
20180614,4.272065
20180620,4.2763589999999985
20180625,4.279827
20180626,4.2805870000000015
20180817,4.31423
20180824,4.320047
20180906,4.326359
20180924,4.33833
20180927,4.341479
20181004,4.3464839999999985
20181010,4.347966
20181024,4.353888
20181026,4.354532
20181112,4.362759
20181115,4.3639730000000005
20181123,4.369866
20181128,4.372047
20181130,4.373687
20181218,4.387857
20190108,4.403067
20190110,4.403497
20190114,4.406598000000002
20190118,4.409955
20190121,4.411992
20190123,4.4131
20190206,4.42305
20190211,4.426239
20190212,4.4268220000000005
20190220,4.43222
20190227,4.43666
20190306,4.441226
20190313,4.445649
20190403,4.459606
20190404,4.460243
20190405,4.460939
20190408,4.462923
20190410,4.464206
20190411,4.464824
20190416,4.468149
20190425,4.474033
20190506,4.481139
20190523,4.492349
20190703,4.519939
20190729,4.537219
20190805,4.541926
20190822,4.5532580000000005
20190831,4.558239
20191004,4.581218
20191008,4.583903
20191014,4.587467
20191015,4.588094
20191022,4.5922220000000005
20191030,4.597561
20191105,4.601245
20191119,4.609724
20161205,3.983978
20161221,3.990098
20161227,3.992197
20170105,3.994796
20170119,3.999285
20170124,4.001545
20170208,4.008032
20170216,4.011296
20170301,4.016928
20170313,4.022118
20170317,4.023779
20170322,4.026043
20170323,4.026504
20170406,4.03281
20170417,4.03785
20170430,4.042209
20170515,4.05008
20170522,4.0526019999999985
20170523,4.052904
20170524,4.053272
20170601,4.0569120000000005
20170713,4.07916
20170719,4.0820620000000005
20170810,4.093793
20170823,4.100823
20170914,4.11327
20170921,4.116921
20170926,4.11958
20170927,4.120191
20171025,4.134807
20171108,4.142412
20171110,4.143479
20171121,4.149589
20171206,4.158022
20171211,4.161265
20171214,4.162525
20171215,4.163002
20180109,4.17707
20180110,4.176997
20180117,4.181273
20180201,4.190338
20180220,4.201628
20180302,4.2080410000000015
20180313,4.214624
20180315,4.215941
20180320,4.2193010000000015
20180331,4.223883
20180402,4.227128
20180412,4.2332730000000005
20180515,4.253726
20180516,4.254021
20180627,4.281203
20180628,4.28183
20180716,4.29284
20180717,4.293643
20180720,4.295895
20180810,4.310724
20180821,4.317189
20180913,4.330701
20181001,4.3446120000000015
20181008,4.3463970000000005
20181018,4.3536790000000005
20181025,4.353802
20181109,4.3605730000000005
20181113,4.36356
20181122,4.369223000000002
20190115,4.407667
20190122,4.412599
20190131,4.418698
20190213,4.427496
20190215,4.4288120000000015
20190422,4.472071
20190507,4.481797
20190509,4.483091
20190527,4.494967
20190529,4.496382
20190603,4.499683
20190604,4.5003150000000005
20190610,4.504238
20190613,4.506554
20190704,4.52048
20190718,4.529645
20190731,4.538613
20190807,4.543157
20190815,4.548494
20190819,4.551265
20190903,4.560609
20190909,4.5645419999999985
20190910,4.565180000000002
20190918,4.570582
20190925,4.5750910000000005
20190926,4.5757900000000005
20191002,4.579589
20191106,4.601721
20191114,4.606953
20191115,4.6073900000000005
20180731,4.303281
20180813,4.312546
20180816,4.313505
20180823,4.319505
20181002,4.345047
20181003,4.345977
20181016,4.352456
20181019,4.353488
20181108,4.360112
20181129,4.372522
20181204,4.377033
20181205,4.376922
20181207,4.378018
20181210,4.380493
20181220,4.390024
20190104,4.400922
20190201,4.4193989999999985
