Date,Adj Close
20181217,37.803153
20181221,37.826983
20190109,37.992566
20190115,38.041249
20190116,38.040238
20190211,38.208608
20190212,38.223195
20190214,38.230539
20190221,38.284589
20190301,38.34447
20190314,38.37011500000001
20190320,38.410437
20190322,38.458932
20190326,38.464728
20190328,38.491524
20190412,38.593634
20190430,38.689091
20190503,38.707052
20190515,38.754636
20190522,38.769703
20190528,38.775318
20190607,38.883162
20190612,38.908995
20190618,38.918335
20190619,38.934968
20190701,39.01528
20190709,39.068486
20190723,39.040832
20190730,39.084623
20190814,39.128982
20190820,39.172885
20190821,39.17824
20190906,39.323644
20190924,39.456657
20190930,39.477966
20191016,39.538431
20191017,39.536296
20181231,37.883358
20190108,37.973581
20190114,38.04088400000001
20190123,38.102522
20190131,38.131971
20190205,38.173718
20190215,38.2359
20190306,38.342928
20190313,38.35984000000001
20190401,38.518086
20190405,38.544748
20190416,38.61062800000001
20190506,38.712186
20190524,38.769689
20190611,38.898962
20190624,38.990229
20190702,39.037577
20190704,39.042692
20190711,39.043934
20190729,39.061474
20190805,39.097565
20190823,39.199096
20190828,39.24118
20190831,39.277988
20190917,39.382439
20191009,39.548843
20191011,39.545565
20191014,39.536349
20191015,39.535042
20191113,39.662221
20191115,39.67869
20191130,39.773586
20191204,39.776557
20191231,39.931717
20200102,39.936363
20200114,40.024266
20200115,40.027222
20200122,40.076782
20200128,40.058616
20200129,40.078275
20200211,40.144466
20200217,40.185841
20200219,40.194376
20200228,40.109531
20200304,40.199377
20200305,40.381644
20181213,37.795365
20181226,37.840846
20190110,37.997058
20190122,38.093563
20190124,38.106224
20190213,38.23226
20190222,38.299422
20190304,38.36103
20190305,38.354573
20190315,38.379839
20190408,38.57193
20190422,38.639501
20190424,38.657698
20190425,38.676056
20190426,38.676257
20190507,38.707359
20190509,38.712668
20190527,38.772638
20190529,38.775178
20190604,38.883353
20190610,38.903241
20190620,38.953157
20190625,39.002586
20190626,39.005837
20190722,39.051292
20190726,39.060664
20190731,39.084831
20190807,39.10746
20190815,39.121816
20190827,39.225377
20190905,39.310427
20190911,39.346213
20190912,39.352902
20190925,39.455227
20190926,39.458029
20191007,39.551845
20191030,39.593489
20191106,39.637384
20191127,39.746725
20191210,39.768265
20191211,39.795676
20191220,39.87908400000001
20200204,40.127428
20200207,40.124003
20181220,37.824358
20181224,37.835749
20190125,38.11696
20190201,38.159995
20190206,38.200162
20190225,38.318485
20190311,38.36264
20190329,38.491865
20190404,38.5351
20190510,38.723058
20190516,38.750453
20190517,38.761922
20190521,38.78841
20190530,38.807676
20190605,38.869834
20190614,38.913439
20190630,38.994199
20190719,39.04295
20190808,39.146911
20190822,39.191046
20190910,39.346023
20191003,39.50366
20191008,39.54192000000001
20191010,39.549137
20191018,39.53622100000001
20191022,39.549393
20191028,39.55743
20191108,39.635767
20191111,39.638385
20191114,39.666507
