Fecha,Precio
20190215,3.80104
20190422,3.84366
20190507,3.852406
20190509,3.853512
20190527,3.864905
20190529,3.86571
20190603,3.866203
20190604,3.866417
20190610,3.871
20190613,3.873306
20190704,3.888379
20190718,3.891207
20190731,3.903024
20190807,3.907106
20190815,3.912584
20190819,3.916527
20190903,3.926225
20190909,3.930849
20190910,3.9312
20190925,3.941834
20190926,3.942534
20191002,3.946431
20191106,3.966022
20191114,3.968493
20191115,3.970857
20191127,3.974979
20191129,3.977344
20191205,3.980422
20191206,3.981522
20191210,3.984525
20191211,3.985186
20200109,3.995721
20180731,3.67132
20180813,3.681601
20180816,3.682568
20180823,3.6881
20181002,3.715739
20181003,3.716414
20181016,3.723382
20181019,3.724886
20181108,3.736369
20181129,3.749376
20181204,3.752238
20181205,3.752422
20181207,3.754171
20181210,3.756145
20181220,3.764009
20190104,3.774621
20190201,3.791535
20190219,3.803687
20190311,3.817982
20190329,3.830142
20190404,3.832896
20190415,3.840365
20190516,3.858539
20190614,3.874342
20190617,3.876871
20190625,3.882389
20190708,3.890528
20190709,3.891103
20190723,3.89722
20190726,3.900333
20190808,3.908698
20190827,3.921984
20190902,3.925516
20190905,3.928135
20190913,3.932366000000001
20190917,3.93417
20191001,3.945877
20191007,3.949495
20191028,3.960604
20191031,3.9627
20191108,3.966801
20191111,3.968215
20191122,3.974145
20191202,3.979252
20191204,3.979407
20191230,3.991343
20200103,3.993438
20200110,3.996198
20200116,4.00041
20200123,4.003419
20161222,3.349568
20161229,3.353056
20170217,3.374553
20170221,3.375883
20170224,3.377496
20170228,3.379874
20170309,3.383724
20170316,3.387077
20170328,3.393025
20170421,3.404024
20170425,3.405107
20170426,3.40492
20170508,3.410486
20170519,3.41247
20170605,3.421152
20170621,3.429479
20170627,3.434218
20170628,3.434876
20170703,3.4377980000000004
20170717,3.445644
20170718,3.44615
20170720,3.44685
20170724,3.448686
20170727,3.450843
20170731,3.452872
20170804,3.455054
20170816,3.462597
20170913,3.479363
20170929,3.486667
20171002,3.488397
20171011,3.491382
20171016,3.49325
20171020,3.492832
20171031,3.4991760000000003
20171107,3.504328
20171114,3.50845
20171115,3.5089620000000004
20171124,3.5158690000000004
20171201,3.5190080000000004
20171219,3.523743
20171226,3.526485
20171229,3.528332
20180102,3.531486
20180116,3.541274
20180122,3.545084
20180202,3.551656
20180216,3.5601160000000003
20180221,3.563126
20180227,3.5675
20180326,3.5860160000000003
20180406,3.593341000000001
20180417,3.600335
20180509,3.610785
20180629,3.646573000000001
20180706,3.652465
20180711,3.656692
20180806,3.676382
20180920,3.705658
20180930,3.713158
20181012,3.720294
20181030,3.729473000000001
20181105,3.733967
20190125,3.788076
20190129,3.790729
20190130,3.791942
20190205,3.794006
20190208,3.79662
20190226,3.80928
20190307,3.815741000000001
20190319,3.822778
20190320,3.822951
20190409,3.836887
20190423,3.844192
20190424,3.844938
20190503,3.84995
20190606,3.869211
20190607,3.869314
20190619,3.878578
20190624,3.881773
20190630,3.884374
20190701,3.886254
20190702,3.887265
20190716,3.892768
20190717,3.891546
20190802,3.903973
20190806,3.906338
20190826,3.920793
20190830,3.924077
20190918,3.935135
20190923,3.939791000000001
20190927,3.943094
20191009,3.95072
20191021,3.956368
20191101,3.963982
20191120,3.973854
20191125,3.976044
20191216,3.988837
20191219,3.989122
20191223,3.986602
20191226,3.989106
20200121,4.00312
20181227,3.767913
20181231,3.770762
20190103,3.773827
20190111,3.778083
20190128,3.790227
20190218,3.803438
20190222,3.806424
20190228,3.810541
20190304,3.813653
20190308,3.816458
20190314,3.819866
20190315,3.82033
20190326,3.829087
20190327,3.82975
20190426,3.845706
20190430,3.848192
20190502,3.849527
20190508,3.852472
20190515,3.857745
20190521,3.861184
20190524,3.862163
20190528,3.86554
20190530,3.866057
20190620,3.879596
20190627,3.883788
20190628,3.884374
20190710,3.889977
20190712,3.88973
20190724,3.897875
20190801,3.904251
20190809,3.909836
20190813,3.912693
20190816,3.913797
20190823,3.919425
20190904,3.927633
20190906,3.929196
20190911,3.931247
20190912,3.931218
20191003,3.94707
20191018,3.954698000000001
20191024,3.958199
20191112,3.968849
20191113,3.96936
20191126,3.973802
20191128,3.976375
20191130,3.977344
20191209,3.983372
20191227,3.990106
